Μεταμορφώσεως,1,1  300,79,0  0  0,,0,1  0  1
Μηλίτσης,3,5  1.952,647,0  0  0,,0,3  0  3
Μηλιωτίου,0,0  0,0,1  1  152,,50,0  0  0
Νέας Κορώνης,1,1  266,70,0  0  0,,0,1  1  0
Νερομύλου,1,1  82,27,0  0  0,,0,1  1  0
Πανιπερίου,3,3  573,191,1  1  229,,72,4  3  1
Παπαφλέσσα,1,2  900,292,1  1  297,,93,2  0  2
Παππουλίων,2,2  493,171,0  0  0,,0,2  1  1
Πελεκανάδας,2,2  637,190,2  2  782,,251,4  0  4
Πεταλιδίου,11,12  3.934,1.226,14  8  3.155,,1.035,25  10  15
Πετριτσίου,1,1  155,50,1  2  240,,80,3  3  0
Πηδάσου,1,2  1.125,322,1  0  91,,30,2  1  1
Πύλας,1,2  694,236,0  0  0,,0,1  0  1
Ρωμανού,2,2  485,178,2  1  371,,108,3  3  0
Σουληναρίου,2,2  1.313,272,5  5  1.202,,368,6  2  4
Φαλάνθης,1,2  629,193,0  0  0,,0,1  0  1
Φοινίκης,4,7  2.455,764,0  0  0,,0,5  2  3
Φοινικούντος,4,5  1.897,620,4  5  3.636,,1.008,5  1  4
Χανδρινού,6,9  2.767,893,1  1  117,,43,4  0  4
Χαρακοπιού (Χαροκοπειού),3,7  2.276,630,0  0  0,,0,3  0  3
Χαραυγής,1,1  120,30,0  0  0,,0,1  1  0
Χατζή,8,13  3.443,1.009,7  3  1.512,,466,16  8  8
Χράνων,7,10  3.344,1.103,2  3  579,,196,14  4  10
Χωματάδας,0,0  0,0,1  1  535,,185,1  0  1
Γαργαλιάνων,28,52  22.617,7.218,17  17  5.072,,1.564,56  19  37
Κυπαρισσίας,30,57  24.795,7.947,24  25  13.105,,3.729,70  23  47
Φιλιατρών,56,86  29.225,8.907,23  15  7.855,,2.344,79  18  61
Χώρας,9,14  5.727,1.804,12  13  4.618,,1.423,19  3  16
Αετού,3,4  1.588,431,6  2  1.319,,441,7  1  6
Αρμενιών,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",1,1  281,74,1  0  125,50,1  0  1
Αυλώνος,8,12  5.507,1.742,1  2  192,64,24  15  9
Βασιλικού,2,4  1.071,357,1  1  192,64,3  0  3
?ωρίου,8,12  2.620,841,5  6  1.094,364,10  2  8
Καλού Νερού,2,3  1.143,335,1  0  658,235,3  0  3
Κεφαλόβρυσης,1,1  315,100,0  0  0,0,0  0  0
Κόκλα,0,0  0,0,1  0  75,30,0  0  0
Κοπανακίου,2,3  1.379,442,2  2  464,133,3  1  2
Κούβελα,0,0  0,0,1  1  142,47,1  0  1
Μαραθοπόλεως,3,3  2.482,679,1  0  725,207,1  0  1
Νέδας,1,1  268,70,0  0  0,0,1  0  1
Περδικονερίου,0,0  0,0,1  0  77,23,1  1  0
Πλατανίων,0,0  0,0,1  1  175,53,1  1  0
Πλάτης,1,1  107,32,2  2  640,193,1  1  0
Ραπτοπούλου,0,0  0,0,1  1  180,62,1  1  0
Σιδηροκάστρου,203,450  214.048,64.838,72  71  34.458,9.913,567  211  356
Σπηλιάς,0,0  0,0,1  0  774,184,0  0  0
Φαρακλάδας,1,2  507,139,1  1  62,14,1  0  1
Φλόκας,0,0  0,0,1  0  425,87,0  0  0
Χαλαζονίου,1,2  461,143,0  0  0,0,1  0  1
Χριστιανουπόλεως,1,1  140,40,0  0  0,0,0  0  0
Χρυσοχωρίου,1,2  870,290,0  0  0,0,1  0  1
Ψαρίου,1,1  175,58,2  3  542,170,3  2  1
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,1.039,1.627  763.483,222.189,510  434  161.911,58.078,1.797  723  1.074
ΝΟΜΟΣ ΛΕΣΒΟΥ,490,698  365.783,100.696,215  140  60.143,19.797,735  262  473
Μυριναίων,5,9  5.468,1.681,2  2  1.123,346,10  4  6
Αγίου ?ημητρίου,4,5  705,235,2  2  327,112,5  3  2
Βάρους,1,2  435,173,0  0  0,0,1  0  1
Θάνους,2,2  999,336,2  2  78,2.168,3  1  2
Καλλιόπης,1,1  24,8,0  0  0,0,0  0  0
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Καρπασίου,0,0  0,0,1  0  204,55,1  1  0
Κάσπακα,1,1  827,207,1  0  392,137,1  0  1
Κοντιά,3,4  1.177,258,3  0  193,62,5  3  2
Κοντοπουλίου,0,0  0,0,1  2  446,149,2  1  1
Κορνού,3,4  862,300,0  0  0,0,4  2  2
Μούδρου,11,12  4.672,1.995,5  3  1.258,412,16  7  9
Νέας Κούταλης,12,17  6.164,1.869,5  2  1.414,476,22  9  13
Πλατέος,3,5  1.261,395,0  0  0,0,5  1  4
Πορτιανού,2,5  1.257,390,2  0  156,57,6  4  2
Ρεπανιδίου,1,2  393,125,0  0  0,0,1  0  1
Ρωμανού,0,0  0,0,1  0  218,65,0  0  0
Τσιμανδρίων,1,2  484,128,1  1  76,26,2  1  1
Ερεσού,19,26  8.273,2.536,9  3  1.299,399,24  9  15
Μηθύμνης,13,14  10.715,3.125,3  3  458,148,11  2  9
Αγίας Παρασκευής,17,23  23.822,5.270,6  5  1.193,377,24  10  14
¶γρας,2,2  478,162,0  0  0,0,1  0  1
Ανεμότιας,0,0  0,0,1  2  292,37,0  0  0
Αντίσσης,4,5  2.172,647,0  0  0,0,2  0  2
Αργέννου,3,4  1.314,408,2  0  572,184,6  2  4
Αρίσβης,1,2  929,300,1  0  105,35,5  5  0
Βατούσσης,0,0  0,0,1  0  91,30,1  1  0
?αφίων,1,2  768,229,0  0  0,0,3  0  3
Καλλονής,36,51  26.277,7.358,6  3  3.242,544,57  21  36
Κεραμίου,0,0  0,0,1  0  386,120,1  0  1
Λαφιώνος,1,1  249,83,0  0  0,0,0  0  0
Λεπετύμνου,0,0  0,0,1  0  153,53,1  1  0
Μεσοτόπου,9,14  8.039,2.299,0  0  0,0,8  2  6
Νάπης,0,0  0,0,1  0  88,29,1  1  0
Πελόπης,1,1  150,40,0  0  0,0,0  0  0
Πέτρας,13,17  7.763,1.766,4  6  1.093,333,13  4  9
Πτερούντος,1,1  142,50,0  0  0,0,0  0  0
Σιγρίου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",6,9  2.774,819,1  0  78,,26,7  1  6
Σκουτάρου,1,1  378,126,2  0  294,,90,2  2  0
Στύψης,5,5  1.560,473,0  0  0,,0,0  0  0
Συκαμινέας,14,20  8.043,2.312,4  5  759,,242,21  7  14
Υψηλομετώπου,1,1  880,293,0  0  0,,0,0  0  0
Φίλιας,1,1  182,61,1  0  33,,11,1  0  1
Αγιάσου,23,34  16.070,4.976,10  8  3.598,,1.074,45  16  29
Λουτροπόλεως Θερμής,9,14  4.029,1.100,3  1  1.233,,216,10  2  8
Μυτιλήνης,114,171  134.703,35.093,66  46  21.751,,6.592,199  49  150
Πολιχνίτου,13,16  5.809,1.763,4  4  1.026,,332,20  14  6
Αγίας Μαρίνης,5,7  2.438,697,5  3  2.297,,553,8  4  4
Αλυφαντών,2,3  4.965,989,0  0  0,,0,2  0  2
Ασωμάτου,1,1  175,58,0  0  0,,0,1  1  0
Αφάλωνος,4,8  1.745,484,0  0  0,,0,3  0  3
Βρίσας,0,0  0,0,2  2  291,,94,2  2  0
Ιππείου,0,0  0,0,1  0  73,,20,1  1  0
Κάπης,4,4  2.195,1.212,3  4  837,,273,6  1  5
Κάτω Τρίτους,1,1  76,30,0  0  0,,0,0  0  0
Κεραμείων,1,1  90,30,0  0  0,,0,0  0  0
Λάμπου Μύλων,2,2  1.078,279,0  0  0,,0,0  0  0
Λουτρών,6,7  1.029,335,2  3  618,,175,4  0  4
Μανταμάδου,44,73  37.637,10.039,18  17  6.847,,1.973,91  40  51
Μεσαγρού,1,1  200,80,1  0  59,,20,1  1  0
Μιστεγνών,2,3  822,281,1  1  263,,75,3  0  3
Μόριας,1,1  583,129,3  2  1.033,,314,3  3  0
Μυχού,1,1  225,75,0  0  0,,0,0  0  0
Νέων Κυδωνιών,4,6  2.265,549,0  0  0,,0,6  1  5
Παμφίλων,0,0  0,0,4  4  742,,250,3  2  1
Παππάδου,14,20  6.916,2.147,10  2  2.172,,676,23  12  11
Περάματος,4,4  1.002,332,2  1  278,,93,4  2  2
Πηγής,2,2  312,104,0  0  0,,0,1  1  0
Πύργων Θερμής,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",0,0  0,0,1  0  122,40,1  1  0
Σκοπέλου,4,4  961,341,1  0  25,8,3  1  2
Ταξιαρχών,1,2  594,139,0  0  0,0,1  0  1
Πλωμαρίου,26,39  9.628,2.777,6  1  686,268,20  3  17
Ακρασίου,0,0  0,0,1  0  20,5,0  0  0
Μεγαλοχωρίου,0,0  0,0,1  0  151,23,0  0  0
Παλαιοχωρίου,1,1  120,40,0  0  0,0,0  0  0
Τρύγονα,1,1  480,160,0  0  0,0,1  0  1
ΝΟΜΟΣ ΣΑΜΟΥ,319,534  207.086,61.894,125  98  38.889,14.658,576  280  296
Αγίου Κηρύκου,35,58  15.851,4.873,17  14  4.698,1.512,57  22  35
Αγίου Πολυκάρπου,1,3  585,195,0  0  0,0,1  0  1
Αρεθούσης,1,1  590,197,0  0  0,0,1  0  1
?άφνης,1,2  900,322,0  0  0,0,3  2  1
Ευδήλου,23,45  13.189,3.938,9  9  1.913,2.922,41  14  27
Καρκιναγρίου,1,2  539,179,0  0  0,0,1  0  1
Μαγγανίτου,1,2  525,175,0  0  0,0,2  0  2
Ραχών,20,36  11.289,3.524,8  9  3.697,1.178,46  26  20
Φούρνων,12,20  5.625,1.794,2  2  1.594,488,36  31  5
Φραντάτου,1,1  640,142,0  0  0,0,0  0  0
Καρλοβασίων,68,125  54.508,16.580,25  26  10.880,3.408,177  117  60
Πυθαγορείου,19,27  16.786,4.101,5  3  861,271,15  7  8
Σαμίων,14,26  17.480,5.188,9  8  3.702,1.252,40  13  27
Αγίου Κωνσταντίνου,2,3  461,88,1  0  75,25,1  1  0
Αγίων Θεοδώρων,1,1  627,199,0  0  0,0,1  0  1
Βαθέος,48,79  30.203,8.871,21  15  6.014,1.928,82  25  57
Βουρλιωτών,1,3  1.288,446,0  0  0,0,1  0  1
Καλλιθέας,1,3  420,140,0  0  0,0,1  0  1
Κοκκαρίου,3,6  1.810,580,1  0  420,128,9  3  6
Κονταιίκων,2,2  315,90,0  0  0,0,0  0  0
Κοντακαιίκων,11,13  3.661,1.074,2  0  465,147,2  0  2
Κοσμαδαίων,1,1  175,50,0  0  0,0,0  0  0
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Κουμαιίκων,0,0  0,0,2  0  53,,17,1  1  0
Κουμαραδαίων,1,1  60,20,0  0  0,,0,0  0  0
Μανολατών,1,2  120,43,0  0  0,,0,1  1  0
Μαραθοκάμπου,19,27  10.470,3.265,14  7  2.590,,776,26  12  14
Μαυρατζαίων,2,2  726,255,0  0  0,,0,1  0  1
Μεσογείου,2,2  457,164,0  0  0,,0,1  1  0
Μύλων,1,1  67,20,1  0  11,,4,0  0  0
Μυτιληνιών,6,11  4.936,1.719,4  3  1.260,,381,8  1  7
Παγώνδου,3,6  3.114,902,1  1  93,,31,8  1  7
Παλαιοκάστρου,1,1  248,82,2  1  444,,148,3  0  3
Πλατάνου,2,3  568,204,0  0  0,,0,1  0  1
Σπαθαραίων,1,1  239,55,0  0  0,,0,0  0  0
Υδρούσσης,4,5  1.439,393,0  0  0,,0,2  0  2
Χώρας,9,13  7.175,2.026,1  0  119,,42,7  2  5
ΝΟΜΟΣ ΧΙΟΥ,230,395  190.614,59.599,170  196  62.879,,23.623,486  181  305
Ανέμωνα,2,3  1.145,346,3  2  1.104,,332,3  1  2
Ιωνίας,10,14  4.003,1.512,14  18  4.057,,1.246,18  6  12
Καμποχώρων,10,14  7.191,1.889,5  6  1.965,,585,11  1  10
Καρδαμύλων,13,19  6.216,1.988,22  27  7.773,,2.418,39  13  26
Μαστιχοχωρίων,14,23  5.797,1.754,11  12  2.264,,696,26  12  14
Οινουσσών,0,0  0,0,1  0  44,,18,0  0  0
Ομηρούπολης,31,64  25.556,8.019,10  7  5.239,,1.399,68  16  52
Χίου,93,168  94.344,29.895,63  68  29.284,,13.252,202  75  127
Ψαρών,10,16  10.784,2.809,10  15  3.192,,1.013,26  15  11
Αμάδων,1,2  973,335,0  0  0,,0,4  4  0
Βολισσού,7,10  2.344,766,8  10  1.233,,604,17  16  1
Ελάτας,1,3  705,240,0  0  0,,0,1  0  1
Θυμιανών,25,40  25.047,8.000,8  11  2.105,,717,45  14  31
Λαγκάδας,1,2  534,186,1  2  278,,107,3  0  3
Μελανιού,0,0  0,0,1  2  120,,40,1  1  0
Μεστών,0,0  0,0,1  1  275,,86,1  0  1
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Νεοχωρίου,2,3  1.616,527,3  4  1.821,474,6  2  4
Πυργίου,10,14  4.359,1.333,9  11  2.125,636,15  5  10
ΝΟΤΙΟ ΑΙΓΑΙΟ,2.457,4.076  2.115.201,645.985,655  608  324.710,89.692,5.195  2.575  2.620
ΝΟΜΟΣ ?Ω?ΕΚΑΝΗΣΟΥ,1.123,1.903  1.130.469,328.757,285  251  214.804,55.099,2.156  930  1.226
Αστυπαλαίας,3,7  2.408,712,3  4  804,227,8  5  3
Καλυμνίων,90,155  57.368,15.841,55  49  22.053,7.113,171  91  80
Λειψών,16,22  8.907,2.986,1  0  125,38,20  6  14
Λέρου,61,93  28.955,8.933,31  20  18.969,6.284,95  54  41
Πάτμου,22,32  10.027,3.195,16  15  4.952,1.428,39  22  17
Καρπάθου,1,2  632,198,2  3  412,125,3  1  2
Κάσου,1,2  400,133,2  1  1.908,599,4  1  3
Αρκάσας,1,1  554,156,0  0  0,0,2  1  1
Βωλάδας,1,2  654,218,0  0  0,0,1  0  1
Ολύμπου,5,11  2.554,812,3  2  423,141,12  7  5
Κω,116,195  200.090,52.227,37  44  101.506,20.549,261  155  106
Μανδρακίου,7,11  2.876,852,2  3  1.740,559,10  3  7
Αντιμαχείας,65,112  79.132,23.498,11  14  6.272,1.749,81  38  43
Ασφενδιού,71,90  73.720,22.148,28  23  13.069,4.169,129  72  57
Καρδαμαίνης,3,5  1.720,613,1  0  163,49,4  0  4
Κεφάλου,1,1  400,99,0  0  0,0,1  0  1
Πυλίου,1,1  428,214,1  1  343,103,2  0  2
Ιαλυσού,90,180  103.298,30.181,6  5  2.636,830,229  76  153
Μεγάλου Χωρίου,13,20  7.924,2.312,2  3  394,128,32  17  15
Μεγίστης,5,10  1.973,5.496,2  2  643,192,8  0  8
Ρόδου,98,189  133.726,43.561,18  10  8.355,2.375,233  65  168
Σύμης,26,44  14.430,4.012,8  8  3.002,790,45  19  26
Χάλκης,1,1  610,152,1  0  15,5,1  1  0
Αγίου Ισιδώρου,2,2  386,112,0  0  0,0,2  1  1
Απολακκιάς,4,7  3.685,747,1  0  15,6,5  2  3
Απόλλωνα,2,4  1.185,380,0  0  0,0,3  0  3
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Αρνίθας,1,2  424,141,0  0  0,,0,1  0  1
Αρχαγγέλου,17,31  19.047,4.175,4  5  1.512,,440,29  4  25
Ασκληπιείου,16,23  10.022,2.947,1  0  54,,18,28  18  10
Αφάντου,30,49  20.005,5.956,8  7  2.355,,711,73  32  41
Βατίου,3,4  668,177,0  0  0,,0,6  6  0
Γενναδίου,59,97  48.755,13.418,15  12  3.663,,1.229,128  45  83
?αματρίας,2,3  537,181,1  1  120,,40,3  1  2
?ιμυλιάς,5,7  2.364,729,1  2  231,,74,3  2  1
Έμπωνα,5,8  1.734,513,1  0  124,,41,5  1  4
Θεολόγου,2,2  1.044,299,1  0  139,,39,3  1  2
Καλαβάρδα,2,3  895,255,0  0  0,,0,1  0  1
Καλάθου,4,7  1.806,518,1  0  60,,20,6  1  5
Καλυθιών,89,162  96.584,25.726,5  4  2.205,,490,158  66  92
Κατταβίας,3,4  17.461,2.953,0  0  0,,0,1  0  1
Κοσκινού,19,36  15.742,4.519,2  3  1.344,,420,38  10  28
Κρεμαστής,43,74  30.146,9.806,4  1  11.884,,3.107,71  23  48
Κρητηνίας,4,6  1.661,487,0  0  0,,0,5  0  5
Λαέρμων,1,2  621,180,0  0  0,,0,4  4  0
Λάρδου,12,21  60.458,17.414,2  2  437,,115,19  4  15
Λαχανιάς,5,8  2.193,623,0  0  0,,0,7  5  2
Λίνδου,41,65  34.716,10.438,1  0  198,,40,78  40  38
Μαλώνος,4,7  1.786,548,0  0  0,,0,5  3  2
Μαριτσών,6,9  2.326,713,0  0  0,,0,6  1  5
Μασάρων,4,7  910,286,0  0  0,,0,3  1  2
Μονολίθου,3,3  1.383,418,0  0  0,,0,3  0  3
Παραδεισίου,5,9  2.564,712,2  2  651,,211,10  2  8
Παστίδας,19,34  10.515,3.031,1  0  640,,200,32  6  26
Πυλώνος,2,3  1.123,360,0  0  0,,0,3  0  3
Σαλάκου,1,1  600,203,0  0  0,,0,0  0  0
Σιάνων,3,5  1.650,438,0  0  0,,0,7  7  0
Σορωνής,6,10  2.047,645,2  3  812,,258,15  10  5
Φανών,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",0,0  0,0,2  2  576,187,2  0  2
Ψίνθου,1,2  640,160,0  0  0,0,2  0  2
ΝΟΜΟΣ ΚΥΚΛΑ?ΩΝ,1.334,2.173  984.732,317.228,370  357  109.906,34.593,3.039  1.645  1.394
¶νδρου,3,6  2.434,805,0  0  0,0,3  0  3
Απροβάτου,7,12  4.551,1.371,3  2  847,262,12  1  11
Βιταλίου,1,1  912,248,0  0  0,0,2  1  1
Βουρκωτής,2,4  700,200,0  0  0,0,2  2  0
Γαυρίου,6,9  4.361,1.305,5  6  3.898,1.258,4  2  2
Καππαριάς,2,3  729,252,0  0  0,0,5  5  0
Κατακοίλου,1,2  388,119,0  0  0,0,1  0  1
Κορθίου,5,8  2.478,701,2  0  346,101,7  1  6
Λαμύρων,2,2  462,167,1  1  87,28,3  3  0
Μακροταντάλου,1,1  181,63,0  0  0,0,1  0  1
Μεσαριάς,2,2  1.503,438,1  1  388,112,3  1  2
Μπατσίου,6,10  3.604,1.026,2  2  596,173,9  1  8
Όρμου Κορθίου,12,19  6.821,2.284,2  2  244,87,12  4  8
Παλαιοκάστρου,1,1  445,139,0  0  0,0,1  0  1
Παλαιοπόλεως,0,0  0,0,2  0  95,31,1  1  0
Πιτροφού,2,3  787,224,0  0  0,0,2  0  2
Στενιών,1,1  260,70,1  1  159,55,2  2  0
Συνετίου,1,2  240,79,0  0  0,0,1  0  1
Φελλού,2,4  1.318,397,1  1  120,40,2  0  2
Ακρωτηρίου,1,1  815,235,4  2  993,290,6  2  4
Ανάφης,30,45  16.217,5.104,10  13  2.899,865,58  26  32
¶νω Μεριάς,9,13  6.582,2.090,3  2  955,272,15  7  8
Βόθωνος,7,11  5.688,1.746,3  1  1.052,337,11  2  9
Βουρβούλου,4,6  2.670,743,1  0  353,102,9  7  2
Εμπορείου,21,35  15.412,4.621,5  4  1.278,397,47  29  18
Έξω Γωνιάς,2,3  604,177,1  0  310,98,2  0  2
Επισκοπής Γωνιάς,3,6  1.382,393,1  0  35,11,3  1  2
Ημεροβιγλίου,5,7  3.447,1.156,0  0  0,0,15  10  5
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Θήρας,23,34  13.384,4.005,5  3  870,305,44  24  20
Θηρασίας,1,2  485,131,0  0  0,0,2  0  2
Ίου,22,32  14.812,4.522,8  7  2.383,703,43  20  23
Καρτεράδου,10,16  5.201,1.644,4  5  977,302,22  15  7
Μεγαλοχωρίου,3,5  2.228,615,5  5  1.812,539,8  2  6
Μεσαριάς,15,26  12.740,3.984,2  0  638,174,28  7  21
Οίας,15,22  7.358,2.270,5  5  1.826,536,34  19  15
Πύργου Καλλίστης,2,4  2.558,719,1  0  102,32,6  1  5
Σικίνου,15,23  8.262,2.596,1  1  337,96,18  2  16
Φολεγάνδρου,26,38  18.040,5.789,6  8  2.604,896,54  28  26
?ρυοπίδος,20,33  9.961,3.144,0  0  0,0,35  19  16
Ιουλίδος,41,55  31.253,9.849,7  7  2.138,689,99  35  64
Κορησσίας,16,25  12.192,3.664,7  6  2.051,655,42  29  13
Κύθνου,29,46  14.530,4.549,2  0  399,133,49  20  29
Μήλου,38,62  27.040,8.479,19  18  4.720,1.481,128  98  30
Αδάμαντος,3,3  767,260,1  2  130,38,4  2  2
Απολλωνίας,11,18  8.013,2.566,0  0  0,0,21  9  12
Αρτεμώνος,15,26  9.093,2.834,3  0  369,103,43  35  8
Κιμώλου,7,12  4.353,1.425,4  3  441,149,21  15  6
Σερίφου,16,25  12.282,4.047,3  1  897,288,47  24  23
Νάξου,72,130  62.538,20.863,20  25  7.707,2.459,164  92  72
Αγίου Αρσενίου,44,73  28.339,10.365,6  5  1.272,422,104  74  30
Αιγιάλης,6,8  6.719,2.199,4  4  327,105,8  5  3
Αμοργού,18,33  9.441,3.180,4  4  988,292,44  33  11
Απεράθου (Απειράθου),10,15  5.401,1.631,2  3  140,44,18  10  8
Αρκεσίνης,4,6  1.451,485,0  0  0,0,5  2  3
Βίβλου,10,20  10.286,3.464,2  4  577,197,52  42  10
Βρούτση,2,3  1.190,394,2  2  160,51,5  2  3
Γαλανάδου,2,3  729,250,0  0  0,0,1  0  1
Γλινάδου,3,6  3.991,1.332,1  1  315,105,5  2  3
?αμαριώνος,2,2  822,261,2  3  192,66,3  1  2
?ανακού,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",7,10  2.836,940,3  4  259,88,12  9  3
?ονούσης,7,13  3.257,1.028,2  2  187,62,10  6  4
Εγγαρών,4,8  904,314,1  1  186,46,4  0  4
Ηρακλείας,1,2  684,228,1  0  228,76,10  9  1
Θολαρίων,1,2  798,266,1  2  218,75,2  0  2
Καταπόλων,1,2  468,159,0  0  0,0,1  0  1
Κεραμωτής,13,22  7.163,2.470,2  1  698,237,17  8  9
Κινιδάρου,2,4  2.282,768,0  0  0,0,3  1  2
Κορωνίδος,11,18  5.979,2.002,2  1  691,198,18  8  10
Κορώνου,2,4  1.657,486,6  3  1.434,441,7  5  2
Κουφονησίων,4,8  4.040,1.395,4  5  1.543,514,25  19  6
Μελάνων,11,15  5.242,1.731,4  6  564,184,14  8  6
