Τοπική Κοινότητα Πλάνου,1,1  119,39,1  2  416,13,1  1  0
Τοπική Κοινότητα Τραγακίου,1,2  1.377,459,0  0  0,0,4  4  0
Τοπική Κοινότητα Μαχαιράδου,1,1  168,49,1  1  260,82,1  1  0
Τοπική Κοινότητα Αγίου,1,2  160,50,0  0  0,0,1  1  0
Λέοντος,,,,,,
Τοπική Κοινότητα Βουγιάτου,0,0  0,0,1  2  743,216,1  0  1
Τοπική Κοινότητα Κοιλιωμένου,2,2  1.057,358,0  0  0,0,2  1  1
Τοπική Κοινότητα Λαγωπόδου,2,3  1.712,443,2  0  372,107,4  1  3
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Τοπική Κοινότητα Βολιμών,1,1  381,127,4  2  1.044,353,2  0  2
?ημοτική Κοινότητα,6,8  3.334,1.014,1  2  611,196,7  1  6
Παντοκράτορος,,,,,,
Τοπική Κοινότητα Αγαλά,0,0  0,0,1  0  85,29,0  0  0
Τοπική Κοινότητα Καλαμακίου,0,0  0,0,1  2  80,24,0  0  0
Τοπική Κοινότητα Κερίου,4,5  2.031,613,0  0  0,0,5  4  1
?ημοτική Κοινότητα Λιθακιάς,1,1  302,114,1  2  520,156,1  0  1
?ημοτική Κοινότητα Μουζακίου,2,2  461,136,0  0  0,0,1  1  0
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,7,15  4.738,1.475,2  1  216,61,11  2  9
ΙΘΑΚΗΣ,,,,,,
?ημοτική Κοινότητα Ιθάκης,7,15  4.738,1.475,2  1  216,61,11  2  9
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,158,238  114.595,37.000,65  53  19.692,6.318,254  111  143
ΚΕΦΑΛΛΗΝΙΑΣ,,,,,,
?ημοτική Κοινότητα,85,133  59.064,19.566,30  19  10.156,3.155,130  54  76
Αργοστολίου,,,,,,
Τοπική Κοινότητα Θηναίας,1,1  351,117,0  0  0,0,1  0  1
Τοπική Κοινότητα Φάρσων,1,1  41,14,2  4  677,222,3  3  0
Τοπική Κοινότητα Πάστρας,1,2  6.389,2.025,2  3  702,234,4  3  1
Τοπική Κοινότητα Βαλεριάνου,1,2  779,244,0  0  0,0,2  0  2
?ημοτική Κοινότητα Πόρου,3,5  3.290,1.010,3  2  701,204,6  2  4
Τοπική Κοινότητα Σκάλας,3,4  1.320,430,1  0  75,25,5  4  1
Τοπική Κοινότητα Χιονάτων,1,2  1.466,488,0  0  0,0,4  0  4
Τοπική Κοινότητα,0,0  0,0,1  2  283,103,1  0  1
Βασιλικιάδων,,,,,,
Τοπική Κοινότητα Αντιπάτων,1,1  217,71,0  0  0,0,1  1  0
Ερίσου,,,,,,
Τοπική Κοινότητα ’σου,3,4  782,267,0  0  0,0,2  0  2
Τοπική Κοινότητα Πλαγιάς,1,2  711,267,0  0  0,0,2  1  1
Τοπική Κοινότητα Φισκάρδου,2,3  852,304,1  1  110,52,1  0  1
Τοπική Κοινότητα Κεραμειών,2,4  1.523,2.275,3  2  789,233,5  2  3
Τοπική Κοινότητα Βλαχάτων,2,3  2.771,779,0  0  0,0,1  0  1
Εικοσιμίας,,,,,,
Τοπική Κοινότητα Καραβάδου,5,9  3.889,1.269,1  0  21,7,9  5  4
Τοπική Κοινότητα Λακήθρας,1,1  30,15,0  0  0,0,1  1  0
Τοπική Κοινότητα Λουρδάτων,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,1  65,38,0  0  0,,0,0  0  0
Τοπική Κοινότητα Μεταξάτων,2,2  1.603,333,0  0  0,,0,1  0  1
Τοπική Κοινότητα Μουσάτων,2,3  2.054,676,0  0  0,,0,3  0  3
Τοπική Κοινότητα Περατάτων,1,1  646,170,0  0  0,,0,0  0  0
Τοπική Κοινότητα Πεσάδας,1,1  204,68,0  0  0,,0,1  1  0
Τοπική Κοινότητα Σβορωνάτων,6,7  2.200,686,2  2  426,,145,9  6  3
Τοπική Κοινότητα Σπαρτιών,1,2  1.492,467,1  1  432,,144,4  1  3
?ημοτική Κοινότητα Ομαλών,1,1  283,68,0  0  0,,0,0  0  0
?ημοτική Κοινότητα Ληξουρίου,18,25  7.936,2.565,10  10  3.444,,1.170,35  19  16
Τοπική Κοινότητα,0,0  0,0,1  0  543,,180,1  1  0
?αμουλιανάτων,,,,,,,
Τοπική Κοινότητα Σουλλάρων,0,0  0,0,2  2  343,,114,1  1  0
Τοπική Κοινότητα Αγίας,4,6  2.046,682,1  2  425,,142,6  0  6
Ευφημίας,,,,,,,
Τοπική Κοινότητα ?ιβαράτων,0,0  0,0,1  1  222,,74,2  1  1
Τοπική Κοινότητα,0,0  0,0,1  0  72,,25,1  1  0
Μακρυωτίκων,,,,,,,
?ημοτική Κοινότητα Σάμης,8,12  12.591,2.106,0  0  0,,0,9  1  8
Τοπική Κοινότητα,0,0  0,0,2  2  271,,89,3  3  0
Καραβομύλου,,,,,,,
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,84,151  78.975,22.896,29  42  14.978,,4.138,217  122  95
ΛΕΥΚΑ?ΑΣ,,,,,,,
?ημοτική Κοινότητα Λευκάδος,60,108  54.393,15.856,25  35  13.216,,3.621,145  82  63
Τοπική Κοινότητα Αγίου Νικήτα,1,2  2.001,600,1  1  75,,20,7  7  0
Τοπική Κοινότητα Κατούνης,1,2  630,192,0  0  0,,0,1  0  1
Τοπική Κοινότητα,1,1  1.836,330,0  0  0,,0,9  9  0
Τσουκαλάδων,,,,,,,
Τοπική Κοινότητα Βασιλικής,3,7  2.946,980,1  0  122,,41,9  1  8
Τοπική Κοινότητα Αγίου Ηλία,1,2  1.152,315,0  0  0,,0,6  3  3
Τοπική Κοινότητα Αγίου,1,2  173,58,0  0  0,,0,1  0  1
Πέτρου,,,,,,,
Τοπική Κοινότητα Αθανίου,1,2  989,200,0  0  0,,0,4  4  0
Τοπική Κοινότητα Βουρνικά,2,3  2.300,626,0  0  0,,0,6  4  2
Τοπική Κοινότητα ?ραγάνου,1,1  506,164,0  0  0,,0,1  0  1
?ημοτική Κοινότητα Νυδρίου,3,7  3.181,1.123,2  6  1.565,,456,7  2  5
Τοπική Κοινότητα Πόρου,1,1  131,38,0  0  0,,0,1  1  0
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Τοπική Κοινότητα Καρυάς,1,1  219,69,0  0  0,,0,1  1  0
Τοπική Κοινότητα Κατωμερίου,7,12  8.518,2.345,0  0  0,,0,19  8  11
ΠΕΡΙΦΕΡΕΙΑ ?ΥΤΙΚΗΣ,869,1.312  733.571,197.452,664  761  396.357,,108.294,1.614  517  1.097
ΕΛΛΑ?ΑΣ,,,,,,,
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,420,637  413.213,105.003,261  277  166.509,,43.933,775  247  528
ΑΧΑΪΑΣ,,,,,,,
?ΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ,154,256  189.712,45.818,90  88  65.088,,18.181,311  103  208
ΠΑΤΡΕΩΝ,,,,,,,
Τοπική Κοινότητα Σουλίου,1,2  588,190,0  0  0,,0,1  0  1
?ημοτική Κοινότητα,1,1  139,44,1  0  590,,196,2  1  1
Βραχναιίκων,,,,,,,
Τοπική Κοινότητα Καμινίων,1,2  1.471,397,0  0  0,,0,1  0  1
Τοπική Κοινότητα,0,0  0,0,1  1  177,,59,1  1  0
Μονοδενδρίου,,,,,,,
?ημοτική Κοινότητα Οβριάς,1,1  1.707,569,4  4  2.070,,690,5  0  5
Τοπική Κοινότητα Θέας,1,2  814,217,0  0  0,,0,2  0  2
Τοπική Κοινότητα Καλλιθέας,1,1  362,120,0  0  0,,0,1  1  0
Τοπική Κοινότητα Κρήνης,1,1  742,265,0  0  0,,0,1  0  1
Πατρών,,,,,,,
?ημοτική Κοινότητα Παραλίας,5,7  3.142,972,2  2  827,,228,7  1  6
Τοπική Κοινότητα Μιντιλογλίου,2,3  313,96,0  0  0,,0,2  1  1
?ημοτική Κοινότητα Ρίου,4,7  6.006,1.734,1  1  324,,108,4  0  4
?ημοτική Κοινότητα Αγίου,0,0  0,0,1  6  712,,222,1  0  1
Βασιλείου,,,,,,,
Τοπική Κοινότητα Ακταίου,1,3  1.159,442,0  0  0,,0,2  0  2
Τοπική Κοινότητα ’νω,0,0  0,0,1  1  338,,113,1  0  1
Καστριτσίου,,,,,,,
Τοπική Κοινότητα,0,0  0,0,2  0  232,,80,2  2  0
Αραχοβιτίκων,,,,,,,
Τοπική Κοινότητα Αργυράς,1,2  762,254,0  0  0,,0,1  0  1
Τοπική Κοινότητα Κάτω,1,1  763,199,0  0  0,,0,1  0  1
Καστριτσίου,,,,,,,
Τοπική Κοινότητα Πλατανίου,1,2  1.399,462,0  0  0,,0,1  0  1
Τοπική Κοινότητα Σελλών,1,1  255,85,0  0  0,,0,1  0  1
Τοπική Κοινότητα Ψαθοπύργου,1,2  920,237,0  0  0,,0,2  0  2
?ημοτική Κοινότητα Αιγίου,98,143  57.592,17.311,54  62  23.435,,7.628,170  47  123
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Τοπική Κοινότητα ?αφνών,0,0  0,0,1  0  188,40,1  1  0
Τοπική Κοινότητα Κούμαρη,0,0  0,0,1  2  242,93,2  0  2
Τοπική Κοινότητα Μελισσίων,1,1  153,86,1  2  236,88,3  1  2
Τοπική Κοινότητα Τέμενης,0,0  0,0,3  4  913,259,2  1  1
Τοπική Κοινότητα Αιγείρας,1,1  842,280,1  2  119,39,2  1  1
Τοπική Κοινότητα Αιγών,0,0  0,0,1  1  239,79,1  0  1
Τοπική Κοινότητα Ακράτας,3,5  3.706,1.017,3  3  1.154,311,5  2  3
Τοπική Κοινότητα Κραθίου,0,0  0,0,1  0  1.204,301,0  0  0
Τοπική Κοινότητα Παραλίας,1,2  1.012,283,0  0  0,0,3  2  1
Πλατάνου,,,,,,
Τοπική Κοινότητα Ποροβίτσης,0,0  0,0,1  2  196,65,1  0  1
?ημοτική Κοινότητα ?ιακοπτού,7,11  5.043,1.676,0  0  0,0,13  6  7
Τοπική Κοινότητα Ελαιώνος,0,0  0,0,1  0  79,7,0  0  0
Τοπική Κοινότητα Ελίκης,0,0  0,0,1  1  480,120,1  0  1
Τοπική Κοινότητα Ριζομύλου,1,1  513,151,0  0  0,0,1  0  1
Τοπική Κοινότητα Τραπέζης,0,0  0,0,1  2  144,48,1  1  0
Τοπική Κοινότητα Ζήριας,0,0  0,0,2  2  1.044,335,1  1  0
Τοπική Κοινότητα,1,1  304,74,0  0  0,0,1  0  1
Αρραβωνίτσης,,,,,,
Τοπική Κοινότητα Καμάρων,1,2  854,214,2  2  348,110,4  2  2
?ημοτική Κοινότητα,7,9  3.165,919,5  6  1.008,311,12  2  10
Ροδοδάφνης,,,,,,
Τοπική Κοινότητα Λόγγου,3,3  533,134,0  0  0,0,1  0  1
Τοπική Κοινότητα Σελιανιτίκων,1,1  742,180,2  1  318,103,1  0  1
Τοπική Κοινότητα Τούμπας,0,0  0,0,1  2  283,88,1  1  0
?ημοτική Κοινότητα Κάτω,45,56  85.585,17.303,48  48  44.619,9.058,88  29  59
Αχαΐας,,,,,,
Τοπική Κοινότητα,1,1  118,39,0  0  0,0,0  0  0
Αγιοβλασιτίκων,,,,,,
Τοπική Κοινότητα Ελαιοχωρίου,0,0  0,0,1  2  426,142,1  0  1
Τοπική Κοινότητα Πετροχωρίου,2,3  1.215,383,0  0  0,0,2  0  2
?ημοτική Κοινότητα Μετοχίου,4,6  2.249,671,2  3  4.424,996,8  2  6
Τοπική Κοινότητα Αγίου,0,0  0,0,1  2  160,50,1  1  0
Νικολάου Σπάτων,,,,,,
Τοπική Κοινότητα Απιδεώνος,1,1  60,20,0  0  0,0,0  0  0
Τοπική Κοινότητα Βελιτσών,1,1  207,69,0  0  0,0,1  0  1
Τοπική Κοινότητα Καγκαδίου,2,3  1.124,383,0  0  0,0,2  0  2
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Τοπική Κοινότητα,1,1  522,174,0  0  0,,0,2  0  2
Λακκοπέτρας,,,,,,,
Τοπική Κοινότητα Ριόλου,1,2  864,326,0  0  0,,0,2  2  0
Τοπική Κοινότητα Σαγαιίκων,1,1  336,80,0  0  0,,0,1  0  1
Τοπική Κοινότητα Λιμνοχωρίου,3,4  2.892,767,1  1  498,,166,2  0  2
Τοπική Κοινότητα Μύρτου,0,0  0,0,1  0  69,,25,0  0  0
Τοπική Κοινότητα Λουσικών,4,6  1.300,421,2  2  430,,130,3  0  3
Τοπική Κοινότητα Αχαϊκού,1,1  630,140,0  0  0,,0,0  0  0
Τοπική Κοινότητα Κάτω,0,0  0,0,1  1  140,,50,0  0  0
Μαζαράκι,,,,,,,
Τοπική Κοινότητα Πορτών,1,1  240,80,0  0  0,,0,1  0  1
Τοπική Κοινότητα Σαντομερίου,2,3  1.587,467,0  0  0,,0,1  0  1
Τοπική Κοινότητα Χαϊκαλίου,1,1  546,104,0  0  0,,0,0  0  0
Τοπική Κοινότητα,15,26  8.826,2.820,3  5  5.176,,770,24  11  13
Χαλανδρίτσης,,,,,,,
Τοπική Κοινότητα Βασιλικού,2,3  819,250,1  1  348,,116,2  0  2
Τοπική Κοινότητα Ισώματος,1,3  691,226,0  0  0,,0,2  0  2
Τοπική Κοινότητα,0,0  0,0,1  2  481,,181,1  0  1
Πλατανόβρυσης,,,,,,,
Τοπική Κοινότητα Καλεντζίου,1,1  315,83,2  2  628,,170,2  0  2
Τοπική Κοινότητα ?ροσιάς,1,1  215,66,0  0  0,,0,1  1  0
Τοπική Κοινότητα Ερυμανθείας,1,2  996,332,0  0  0,,0,2  0  2
Τοπική Κοινότητα Χιόνας,1,2  520,188,1  1  582,,93,1  0  1
Τοπική Κοινότητα Καλαβρύτων,20,29  14.765,4.631,10  8  5.958,,1.878,40  19  21
Τοπική Κοινότητα ’νω Λουσών,1,1  321,85,0  0  0,,0,1  0  1
Τοπική Κοινότητα Κερτέζης,1,2  391,129,0  0  0,,0,1  0  1
Τοπική Κοινότητα,1,1  650,168,0  0  0,,0,2  2  0
Φλαμπούρων,,,,,,,
Τοπική Κοινότητα Σειρών,0,0  0,0,1  2  582,,206,1  0  1
Τοπική Κοινότητα Λευκασίου,1,1  516,172,0  0  0,,0,3  2  1
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,213,359  207.339,57.314,188  256  120.227,,30.792,453  144  309
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,,,,,,,
?ημοτική Κοινότητα,33,51  27.476,7.267,35  39  21.481,,5.221,69  23  46
Μεσολογγίου,,,,,,,
Τοπική Κοινότητα,0,0  0,0,1  2  529,,213,2  0  2
Ευηνοχωρίου,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Τοπική Κοινότητα Ρετσίνων,1,1  300,98,0  0  0,,0,0  0  0
?ημοτική Κοινότητα Αιτωλικού,5,6  4.478,1.162,11  12  5.255,,1.616,11  4  7
Τοπική Κοινότητα Σταμνάς,1,1  572,236,3  4  425,,129,4  3  1
?ημοτική Κοινότητα Νεοχωρίου,4,4  6.389,1.089,2  1  648,,195,3  0  3
Μεσολογγίου,,,,,,,
Τοπική Κοινότητα Γουριάς,1,1  325,84,1  2  652,,179,1  0  1
?ημοτική Κοινότητα Κατοχής,1,1  152,56,0  0  0,,0,1  1  0
Τοπική Κοινότητα Μάστρου,0,0  0,0,1  2  762,,254,1  1  0
Τοπική Κοινότητα Πενταλόφου,0,0  0,0,2  3  653,,214,2  1  1
?ημοτική Κοινότητα Βόνιτσας,10,14  6.717,2.023,14  15  8.717,,1.812,23  7  16
Τοπική Κοινότητα Αγίου,1,2  859,229,0  0  0,,0,2  0  2
Νικολάου Βονίτσης και,,,,,,,
Ξηρομέρου,,,,,,,
Τοπική Κοινότητα ?ρυμού,2,2  1.779,320,1  1  27,,10,1  0  1
Τοπική Κοινότητα Θυρίου,0,0  0,0,1  1  104,,35,1  1  0
Τοπική Κοινότητα,1,1  458,155,2  2  148,,49,3  2  1
Μοναστηρακίου,,,,,,,
?ημοτική Κοινότητα Κατούνας,0,0  0,0,2  3  241,,27,2  2  0
Τοπική Κοινότητα Αετού,0,0  0,0,1  1  414,,106,0  0  0
?ημοτική Κοινότητα Παλαίρου,8,13  5.936,1.752,3  5  1.443,,471,16  2  14
Τοπική Κοινότητα Πλαγιάς,3,4  1.328,441,0  0  0,,0,3  0  3
Τοπική Κοινότητα Πογωνίας,3,5  2.149,651,1  0  35,,9,6  2  4
?ημοτική Κοινότητα Αγρινίου,34,83  69.629,20.006,27  40  30.285,,7.143,123  45  78
?ημοτική Κοινότητα Αγίου,3,7  3.396,1.088,8  26  4.033,,1.302,13  2  11
Κωνσταντίνου,,,,,,,
Τοπική Κοινότητα Αγίου,0,0  0,0,1  1  391,,101,1  0  1
Νικολάου Τριχωνίδος,,,,,,,
Τοπική Κοινότητα ?οκιμίου,3,4  6.144,962,1  2  391,,119,3  0  3
Τοπική Κοινότητα Καμαρούλας,1,1  81,23,0  0  0,,0,1  1  0
Τοπική Κοινότητα,1,1  1.956,411,0  0  0,,0,0  0  0
Κλεισορρευμάτων,,,,,,,
Τοπική Κοινότητα,0,0  0,0,1  1  473,,144,2  0  2
Γραμματικούς,,,,,,,
?ημοτική Κοινότητα,0,0  0,0,2  3  770,,300,1  0  1
Ματαράγκας,,,,,,,
?ημοτική Κοινότητα,5,7  3.423,868,1  0  231,,105,5  2  3
Καινουργίου,,,,,,,
Τοπική Κοινότητα Νέας,0,0  0,0,1  1  246,,78,1  1  0
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Αβόρανης,,,,,,,
?ημοτική Κοινότητα,3,5  1.571,422,0  0  0,,0,4  2  2
Παναιτωλίου,,,,,,,
Τοπική Κοινότητα Ακρών,0,0  0,0,1  2  390,,108,2  1  1
Τοπική Κοινότητα ?αφνιά,0,0  0,0,1  0  70,,31,1  1  0
Τοπική Κοινότητα Κάτω,1,1  372,73,1  1  400,,146,2  1  1
Μακρινούς,,,,,,,
Τοπική Κοινότητα Ελαιοφύτου,1,2  453,128,1  2  472,,144,2  0  2
Τοπική Κοινότητα Μεγάλης,0,0  0,0,2  3  8.614,,1.972,1  1  0
Χώρας,,,,,,,
Τοπική Κοινότητα Νεάπολης,0,0  0,0,2  2  4.410,,658,1  0  1
Τοπική Κοινότητα Αγίας,1,1  592,202,0  0  0,,0,1  0  1
Παρασκευής,,,,,,,
Τοπική Κοινότητα Καλλιθέας,1,2  1.092,326,0  0  0,,0,2  1  1
