"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
Ορεστιάδος,75,161  148.693,42.337,69  62  35.223,10.285,289  68  221
Βάλτου,5,5  11.326,1.636,1  1  288,96,0  0  0
?ικαίων,1,1  39,13,3  3  1.148,358,2  1  1
Ελαίας,2,2  7.795,1.479,0  0  0,0,0  0  0
Ζώνης,1,1  166,32,0  0  0,0,0  0  0
Καβύλης,2,2  13.081,1.603,0  0  0,0,0  0  0
Καστανεών,1,2  632,206,1  0  989,217,0  0  0
Κομάρων,1,1  150,50,0  0  0,0,1  1  0
Μεγάλης ?οξιπάρας,3,3  2.277,531,0  0  0,0,0  0  0
Νέας Βύσσης,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",4,4  1.493,426,1  0  286,84,1  0  1
Νέου Χειμωνίου,1,1  7.046,915,1  1  80,21,1  1  0
Νεοχωρίου,8,8  11.063,2.676,1  0  112,37,8  2  6
Ορμενίου,2,2  3.643,516,0  0  0,0,1  1  0
Πενταλόφου,1,1  120,40,1  1  314,105,1  0  1
Πετρωτών,1,1  919,313,0  0  0,0,0  0  0
Πλάτης,2,2  1.815,441,0  0  0,0,0  0  0
Ριζίων,3,3  1.268,310,2  1  3.846,744,0  0  0
Σπηλαίου,1,1  1.489,317,0  0  0,0,0  0  0
Στέρνας,0,0  0,0,1  0  338,113,0  0  0
Φυλακίου,1,1  109,33,1  0  168,48,0  0  0
Χανδρά,1,1  1.426,250,0  0  0,0,0  0  0
Σαμοθράκης,9,12  4.592,1.289,2  1  612,146,9  4  5
Σουφλίου,10,16  13.436,4.349,4  4  10.073,1.959,10  2  8
Τυχερού,2,2  34.986,5.143,2  1  942,323,3  1  2
Λευκίμμης,0,0  0,0,1  3  1.309,436,4  4  0
Πέπλου,1,1  912,230,2  1  537,168,1  0  1
Προβατώνος,0,0  0,0,1  0  26.176,3.674,0  0  0
ΝΟΜΟΣ ΞΑΝΘΗΣ,555,1.017  1.080.403,223.268,40  39  111.664,17.714,1.353  30  1.323
Ξάνθης,155,484  300.804,92.254,13  18  6.835,1.999,883  22  861
Σταυρουπόλεως,4,4  1.142,436,0  0  0,0,3  0  3
Αβάτου,6,6  1.571,414,0  0  0,0,3  0  3
Αβδήρων,11,14  16.173,3.605,1  0  60,20,10  0  10
Γενισέας,18,20  9.664,3.034,4  3  1.174,367,19  1  18
Γέρακα,4,5  1.424,388,0  0  0,0,4  0  4
?αφνώνος,1,1  485,149,0  0  0,0,1  0  1
?ιομηδείας,39,55  141.081,24.450,5  4  86.874,9.403,66  3  63
Εξοχής,6,7  57.158,4.018,1  0  200,64,5  0  5
Ερασμίου,9,9  4.053,984,0  0  0,0,6  0  6
Ευλάλου,25,27  10.326,2.921,0  0  0,0,22  1  21
Ευμοίρου,34,43  245.065,35.303,2  1  4.776,1.076,25  0  25
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Εχίνου,18,31  18.998,4.429,0  0  0,,0,26  0  26
Θερμών,1,1  440,124,0  0  0,,0,1  0  1
Καρυοφύτου,4,5  4.932,1.609,1  1  180,,63,16  0  16
Κιμμερίων,39,54  28.299,7.847,0  0  0,,0,45  0  45
Κομνηνών,3,4  1.150,375,0  0  0,,0,3  0  3
Κοτύλης,11,18  5.198,1.689,0  0  0,,0,19  0  19
Κουτσού,3,3  4.590,1.321,0  0  0,,0,0  0  0
Μαγγάνων,5,7  1.444,471,1  1  6.660,,3.330,5  0  5
Μαγικού,8,9  145.033,14.510,1  1  461,,118,7  0  7
Μάνδρας,4,4  1.995,592,0  0  0,,0,4  0  4
Μύκης,66,105  29.484,9.196,5  5  2.287,,716,96  1  95
Μυρωδάτου,1,1  245,62,0  0  0,,0,1  0  1
Νέας Κεσσάνης,8,9  7.038,1.366,2  1  738,,198,11  1  10
Ολβίου,3,3  6.941,1.141,0  0  0,,0,1  0  1
Πασχαλιάς,1,1  3.450,1.149,0  0  0,,0,0  0  0
Σελέρου,53,68  22.011,6.670,3  4  1.051,,289,59  1  58
Σουνίου,2,3  930,270,0  0  0,,0,2  0  2
Τοξοτών,7,8  7.417,1.837,0  0  0,,0,5  0  5
Ωραίου,6,8  1.862,654,1  0  368,,71,5  0  5
ΝΟΜΟΣ ΡΟ?ΟΠΗΣ,359,700  1.036.888,204.839,296  204  205.262,,43.750,1.256  598  658
Κομοτηνής,144,439  525.751,118.320,85  79  38.457,,11.261,958  500  458
Αγίων Θεοδώρων,1,1  195,50,1  0  285,,69,1  1  0
Αιγείρου,10,11  50.710,8.735,6  3  2.464,,828,10  1  9
Αμαξάδων,11,16  7.902,2.415,14  10  3.257,,1.030,23  5  18
Αμαράντων,3,3  3.376,714,4  3  552,,181,4  4  0
Αμβροσίας,7,7  6.989,1.896,6  2  1.630,,436,9  4  5
Ασωμάτων,15,17  38.752,8.235,14  6  3.278,,976,15  9  6
Γρατινής,10,10  3.141,809,7  7  2.708,,859,12  2  10
Θρυλορίου,24,36  295.627,35.761,13  1  99.237,,12.135,14  2  12
Ιάσμου,19,25  12.116,3.607,36  25  10.143,,3.220,48  17  31
Ιμέρου,0,0  0,0,1  1  103,,34,1  1  0
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Κάλχαντος,1,1  301,76,2  2  462,137,3  1  2
Καρυδιάς,4,6  3.682,1.264,0  0  0,0,4  0  4
Κοσμίου,8,8  14.911,3.092,5  3  11.380,2.803,6  0  6
Μαρωνείας,11,20  20.053,5.983,3  1  369,142,9  2  7
Μέσης,7,9  2.749,906,8  3  1.638,510,15  6  9
Μιράνων,2,2  754,242,3  2  1.199,353,5  2  3
Νέου Σιδηροχωρίου,3,3  1.382,316,1  1  204,64,3  2  1
Ξυλαγανής,3,3  1.371,449,4  3  1.574,510,7  1  6
Οργάνης,3,3  994,292,1  0  192,64,4  1  3
Πανδρόσου,2,3  1.134,367,0  0  0,0,2  0  2
Πολυάνθου,3,4  984,348,4  3  1.662,489,4  0  4
Προσκυνητών,4,5  1.882,596,3  2  1.469,419,7  3  4
Σάλπης,2,2  931,241,2  0  93,26,3  1  2
Σώστου,16,16  5.297,1.433,26  13  7.153,2.242,24  12  12
Φαναρίου,2,2  1.130,410,2  2  771,267,4  1  3
Σαπών,12,15  6.913,2.032,15  10  5.658,1.802,26  11  15
Αράτου,7,8  19.681,3.840,7  5  1.847,591,7  3  4
Αρίσβης,3,3  950,263,9  8  3.863,1.159,8  2  6
Αρριανών,15,15  5.217,1.555,6  4  2.033,616,13  1  12
Κρωβύλης,1,1  87,23,0  0  0,0,0  0  0
Λοφαρίου,1,1  237,61,2  2  414,109,2  1  1
Νέας Σάντας,0,0  0,0,1  1  47,15,0  0  0
Φιλλύρας,5,5  1.689,508,5  2  1.120,403,5  2  3
ΚΕΝΤΡΙΚΗ ΜΑΚΕ?ΟΝΙΑ,6.298,13.315  10.994.433,3.210.305,2.619  2.120  1.903.509,452.691,17.876  5.053  12.823
ΝΟΜΟΣ ΗΜΑΘΙΑΣ,428,745  542.594,141.597,418  310  262.333,69.329,896  175  721
Αλεξανδρείας,51,109  93.266,26.277,42  36  16.617,5.060,165  19  146
Βεροίας,84,222  133.813,38.958,48  35  47.815,13.450,265  60  205
Αγίας Βαρβάρας,11,13  6.434,1.927,5  4  1.792,587,11  2  9
Αγίας Μαρίνης,2,2  4.435,1.036,6  4  7.309,1.654,3  1  2
Αγίου Γεωργίου,7,11  30.405,4.284,13  8  13.265,2.788,14  3  11
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Αγκαθιάς,0,0  0,0,2  1  761,253,1  0  1
Βεργίνης,7,9  4.580,1.273,7  4  2.027,803,6  1  5
Βρυσακίου,3,4  2.983,829,3  3  1.051,354,2  0  2
Γεωργιανών,5,6  1.893,608,0  0  0,0,4  0  4
?ασκίου,3,3  1.419,653,3  2  911,287,5  0  5
?ιαβατού,5,5  2.149,625,6  3  5.366,1.144,7  0  7
Καμποχωρίου,5,6  1.650,446,4  2  1.144,327,5  1  4
Καστανέας,8,13  3.812,1.160,0  0  0,0,10  1  9
Κεφαλοχωρίου,2,2  3.968,674,2  0  569,152,2  0  2
Κλειδίου,4,4  1.939,616,8  5  3.282,868,5  0  5
Κορυφής,3,3  1.009,251,4  4  1.276,403,6  2  4
Κουλούρας,4,5  23.259,2.399,4  3  3.963,1.160,4  1  3
Κουμαριάς,5,6  1.894,602,0  0  0,0,5  2  3
Κυψέλης,2,2  1.465,364,1  0  337,96,0  0  0
Λουτρού,2,3  655,180,2  0  736,200,2  0  2
Λυκόγιαννης,1,1  120,38,0  0  0,0,1  1  0
Μακροχωρίου,18,21  23.959,5.258,26  18  9.097,2.864,35  6  29
Μελίκης,13,16  13.655,3.248,9  5  3.172,882,13  0  13
Νέας Νικομηδείας,2,2  724,227,2  1  459,124,3  1  2
Νεοκάστρου,2,2  1.479,459,8  7  1.282,388,9  7  2
Νεοχωρίου,0,0  0,0,1  0  18,6,0  0  0
Νησίου,9,10  7.068,1.427,0  0  0,0,5  1  4
Ξεχασμένης,1,1  557,154,1  0  159,50,1  0  1
Παλαιού Σκυλλιτσίου,1,1  841,284,0  0  0,0,2  0  2
Παλατιτσίων,1,1  359,119,2  1  712,347,2  0  2
Πατρίδος,7,11  13.489,3.167,7  3  5.285,1.903,10  2  8
Πλατάνου,0,0  0,0,1  0  40,13,1  1  0
Πλατέος,7,8  3.772,1.296,9  10  8.143,2.202,12  0  12
Πολυδένδρου,4,4  1.691,519,0  0  0,0,5  0  5
Πρασινάδας,1,2  600,157,2  2  351,96,1  0  1
Προδρόμου,0,0  0,0,1  1  309,90,1  0  1
Ράχης,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",1,2  476,158,3  3  555,166,4  2  2
Ριζωμάτων,10,11  4.229,1.286,5  2  1.688,511,13  5  8
Σταυρού,3,3  974,314,9  6  2.897,839,7  3  4
Συκέας,0,0  0,0,2  2  316,106,2  2  0
Σφηκιάς,8,13  4.366,1.340,3  2  4.621,794,10  3  7
Τρικάλων,2,2  629,171,3  4  947,307,1  0  1
Τριλόφου,5,5  8.087,1.789,2  0  2.992,810,2  1  1
Τριποτάμου,4,5  1.156,395,7  4  1.655,438,7  5  2
Φυτείας,5,7  4.116,1.136,1  0  49,16,3  1  2
Ειρηνούπολης,16,24  38.092,6.931,18  10  13.390,2.950,19  3  16
Ναούσης,54,108  53.219,18.870,57  38  48.101,11.762,120  17  103
Αρκοχωρίου,3,5  2.016,657,2  3  1.242,357,4  1  3
Γιαννακοχωρίου,2,3  2.267,741,4  4  987,305,4  3  1
Επισκοπής,5,6  2.697,785,10  11  3.916,1.246,11  0  11
Κάτω Βερμίου,8,10  3.361,1.112,12  16  4.357,1.360,23  6  17
Κοπανού,7,9  4.980,1.548,22  16  14.356,4.403,14  3  11
Λευκαδίων,4,9  3.613,1.051,4  6  1.602,525,10  5  5
Μαρίνης,2,3  916,252,6  3  2.297,938,3  0  3
Μονοσπίτων,1,1  310,103,3  3  781,233,3  0  3
Ροδοχωρίου,0,0  0,0,3  3  1.290,428,3  1  2
Στενημάχου,5,7  16.116,2.898,4  3  12.079,718,4  2  2
Χαριέσσης,3,4  1.632,545,9  9  4.967,1.566,6  0  6
ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,2.846,7.248  6.485.681,2.036.328,692  586  714.195,156.362,9.957  2.261  7.696
Αγίου Παύλου,16,47  19.236,6.140,5  3  1.317,437,60  15  45
Αμπελοκήπων,12,55  24.092,7.295,5  5  1.819,587,77  22  55
Ελευθερίου-Κορδελιού,53,200  111.172,32.892,5  5  1.535,486,322  78  244
(Ελευθερίου),,,,,,
Ευόσμου,246,1.003  641.044,599.295,45  44  35.504,9.865,1.872  427  1.445
Θεσσαλονίκης,224,1.036  629.671,189.051,53  58  73.516,15.891,1.503  497  1.006
Ιωνίας,31,83  86.048,19.030,21  13  30.547,5.465,132  33  99
Καλαμαριάς,107,517  265.619,79.957,21  26  10.561,3.334,716  337  379
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Κουφαλίων,26,37  32.117,8.408,25  14  46.555,9.498,45  9  36
Μενεμένης,22,43  142.314,18.969,7  7  11.043,2.277,35  5  30
Νεαπόλεως,17,80  31.266,9.239,2  2  334,93,95  35  60
Πολίχνης,108,290  174.442,52.436,19  18  6.663,1.913,442  107  335
Πυλαίας,40,85  96.482,25.216,13  10  21.254,3.729,86  7  79
Σίνδου,76,132  695.014,103.643,28  18  98.080,17.321,110  32  78
Σταυρουπόλεως,59,183  110.537,30.744,7  14  3.501,1.051,204  32  172
Συκεών,212,510  299.676,93.966,11  9  3.446,1.096,679  116  563
Τριανδρίας,6,22  9.822,3.090,1  1  403,134,28  10  18
Χαλάστρας,30,51  46.399,9.784,12  11  5.252,1.495,39  8  31
Αγγελοχωρίου,6,10  3.670,985,2  1  962,260,8  1  7
Αγίας Παρασκευής,9,17  9.253,2.987,3  5  1.030,329,14  1  13
Αγίας Τριάδος,5,12  7.246,2.098,1  1  170,56,19  12  7
Αγίου Αθανασίου,12,20  22.016,4.838,9  8  3.210,970,19  0  19
Αγίου Αντωνίου,9,10  6.862,1.986,4  2  1.732,545,10  0  10
Αγχιάλου,16,21  69.084,12.524,7  4  31.267,5.616,11  2  9
Αδένδρου,6,8  3.272,1.039,8  5  7.492,1.526,12  1  11
Ανατολικού,8,12  6.991,2.006,4  5  1.557,444,12  0  12
Ασβεστοχωρίου,25,45  25.706,7.660,3  4  894,281,44  1  43
Βαθυλάκκου,4,6  3.255,999,5  4  2.048,580,10  2  8
Βαλτοχωρίου,7,7  3.788,914,1  2  390,120,2  0  2
Βασιλικών,26,38  21.976,5.789,13  10  6.404,1.861,29  3  26
Βραχιάς,2,3  1.161,313,0  0  0,0,3  2  1
Γεφύρας,13,19  227.496,30.047,10  6  4.462,1.216,18  1  17
?ρυμού,22,30  167.755,24.271,6  6  1.570,493,23  2  21
Ελεούσης,0,0  0,0,1  0  75,25,0  0  0
Εξοχής,5,11  6.845,2.171,1  1  431,260,11  0  11
Επανομής,48,78  38.872,12.324,13  10  6.229,1.859,72  14  58
Ευκαρπίας,27,50  68.679,18.178,9  9  12.947,2.700,42  4  38
Θέρμης,56,124  152.230,35.415,18  16  26.397,7.453,217  40  177
Καλοχωρίου,27,43  153.100,24.789,23  15  41.621,7.623,30  4  26
Καρδιάς,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",23,42  43.620,13.333,2  3  487,132,36  2  34
Κάτω Σχολαρίου,22,37  39.315,7.458,5  2  2.303,574,21  4  17
Κυμίνων,14,20  11.501,3.278,10  7  3.873,1.178,26  5  21
Λαγυνών,23,35  20.227,5.599,6  8  3.291,906,27  3  24
Λητής,27,42  51.473,13.052,4  2  5.847,1.327,28  1  27
Μελισσοχωρίου,29,48  48.463,10.733,1  0  1.587,362,30  1  29
Μεσαίου,6,8  5.028,1.235,5  5  2.571,874,10  0  10
Μεσημερίου,10,15  9.509,2.845,1  0  388,132,12  1  11
Μικρού Μοναστηρίου,3,3  2.356,402,6  6  2.379,756,8  2  6
Νέας Κερασιάς,3,3  4.128,1.287,1  0  175,48,8  8  0
Νέας Μεσημβρίας,18,25  32.344,7.882,5  5  2.412,687,18  1  17
Νέας Μηχανιώνας,54,89  50.738,13.762,12  7  9.218,2.747,77  23  54
Νέας Ραιδεστού,37,70  96.104,21.293,9  5  4.687,1.232,95  2  93
Νέας Φιλαδελφείας,2,2  998,323,1  1  836,196,2  0  2
Νέου Ρυσίου,15,27  28.107,8.546,3  2  1.603,514,35  6  29
Νεοχωρούδας,27,39  165.927,25.165,14  11  59.749,7.569,23  1  22
Νέων Επιβατών,62,176  133.629,40.206,3  3  1.680,508,313  43  270
Νέων Μαλγάρων,14,17  17.214,4.010,3  4  2.191,652,13  3  10
Ξηροχωρίου,3,3  1.520,386,0  0  0,0,2  0  2
Πανοράματος,124,237  193.002,63.498,13  11  3.526,1.129,333  33  300
Παρθενίου,3,3  1.419,474,1  1  285,92,4  0  4
Πενταλόφου,13,16  21.242,5.273,2  0  702,167,9  1  8
Περαίας,94,296  244.917,73.217,3  2  758,269,548  82  466
Πλαγιαρίου,45,86  52.984,16.404,4  2  826,255,102  15  87
Προχώματος,2,2  360,101,4  2  1.190,402,4  1  3
Σουρωτής,12,23  9.594,2.935,0  0  0,0,16  3  13
Ταγαράδων,10,15  41.470,12.683,2  2  828,238,12  0  12
Τριλόφου,31,50  32.129,9.642,2  1  5.438,1.543,46  8  38
Φιλύρου,36,73  30.248,9.336,6  3  1.276,410,67  16  51
Χαλκηδόνος,8,12  5.158,1.494,7  5  2.203,665,13  2  11
Χορτιάτη,40,87  48.636,14.705,8  7  3.147,1.011,85  4  81
Ωραιοκάστρου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",173,352  384.160,102.366,20  14  38.748,8.041,487  19  468
Λαγκαδά,22,42  25.662,7.535,11  13  8.838,2.026,65  6  59
Σοχού,4,8  4.505,1.215,7  7  6.005,1.290,8  1  7
Αγίου Βασιλείου,6,10  6.178,1.833,2  2  840,220,9  0  9
Αδάμ,3,3  2.072,523,1  1  282,79,3  1  2
Αναλήψεως,1,2  1.270,433,0  0  0,0,1  0  1
¶νω Σταυρού,4,7  2.613,830,2  1  468,156,10  8  2
Απολλωνίας,4,5  3.740,782,0  0  0,0,3  1  2
Αρδαμερίου,2,3  900,240,1  1  207,69,3  0  3
Αρεθούσης,3,4  838,242,3  2  1.135,387,4  2  2
Ασκού,5,6  2.197,629,0  0  0,0,3  1  2
Ασπροβάλτας,16,21  7.222,2.266,34  25  7.353,2.220,50  26  24
Ασσήρου,11,15  9.876,2.684,3  2  916,284,14  4  10
Βερτίσκου,1,1  742,242,1  1  420,148,3  2  1
Βόλβης,1,2  945,248,0  0  0,0,1  0  1
Βρασνών,25,35  12.527,4.283,10  8  3.611,1.112,42  11  31
Γερακαρούς,2,3  1.739,423,0  0  0,0,2  0  2
Εξαλόφου,5,9  3.343,1.050,0  0  0,0,4  0  4
Ευαγγελισμού,3,5  2.330,675,0  0  0,0,3  0  3
Ζαγκλιβερίου,3,5  5.062,1.200,3  3  1.918,444,4  0  4
Ηρακλείου,2,3  1.626,529,0  0  0,0,2  0  2
Καβαλλαρίου,13,14  39.208,6.884,0  0  0,0,8  2  6
Καρτερών,8,11  7.768,2.196,0  0  0,0,7  0  7
Κολχικού,4,8  3.059,997,2  3  1.310,349,7  0  7
Κριθιάς,5,7  8.030,1.754,4  3  834,257,7  2  5
Κρυονερίου,2,2  415,134,1  2  514,170,2  1  1
Λαγκαδικίων,3,5  1.467,388,2  2  807,291,4  0  4
Λαχανά,0,0  0,0,1  1  461,149,1  0  1
Λοφίσκου,1,1  396,122,1  1  733,220,2  0  2
Μαυρούδας,1,2  1.371,388,0  0  0,0,1  0  1
Νέας Απολλωνίας,3,5  2.937,863,2  2  1.810,487,26  22  4
Νέας Μαδύτου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",8,12  6.819,3.086,1  1  43,,16,9  0  9
Νικομηδινού,1,1  5.946,922,0  0  0,,0,0  0  0
Νικοπόλεως,2,2  1.132,246,0  0  0,,0,1  0  1
Νυμφοπέτρας,3,3  2.679,699,0  0  0,,0,1  0  1
Ξυλοπόλεως,1,1  260,68,1  0  146,,45,2  2  0
Όσσης,11,13  9.621,2.000,2  2  1.086,,322,11  5  6
Περιβολακίου,8,9  8.277,2.466,6  4  5.577,,1.377,9  0  9
Περιστεράς,9,14  22.847,3.824,0  0  0,,0,9  3  6
Περιστερώνας,1,1  2.640,712,1  1  270,,77,0  0  0
Πετροκεράσων,7,10  3.767,1.128,0  0  0,,0,8  3  5
Προφήτου,3,4  1.167,297,0  0  0,,0,2  0  2
Σαρακήνας,3,5  1.268,405,0  0  0,,0,2  0  2
Σταυρού,15,24  9.017,2.878,2  3  897,,300,28  7  21
Στεφανινών,1,2  1.643,449,0  0  0,,0,2  0  2
Στίβου,4,5  2.430,794,1  1  806,,220,5  0  5
Σχολαρίου,1,1  643,200,1  0  180,,60,2  0  2
Χρυσαυγής,3,3  1.663,549,2  1  306,,82,4  1  3
Ζώνης,1,3  2.096,606,0  0  0,,0,2  0  2
ΝΟΜΟΣ ΚΙΛΚΙΣ,341,630  725.798,166.195,133  99  336.073,,60.339,783  269  514
Κιλκίς,91,284  277.291,73.993,28  28  106.558,,17.390,488  200  288
Πολυκάστρου,28,58  35.417,10.001,21  18  8.965,,2.624,78  15  63
Αγίας Παρασκευής,1,1  960,320,0  0  0,,0,1  0  1
Αγίου Μάρκου,0,0  0,0,1  0  42,,14,1  1  0
Ακρίτα,1,1  178,60,1  0  33,,10,0  0  0
Αμαράντων,2,2  338,106,0  0  0,,0,2  2  0
Ανθοφύτου,5,6  4.195,900,1  1  150,,41,5  3  2
Αντιγονείας,1,2  800,235,1  0  95,,27,2  0  2
¶σπρου,2,2  887,246,1  1  420,,130,2  0  2
Βάθης,1,1  185,58,0  0  0,,0,1  0  1
Βαπτιστού,1,1  292,33,0  0  0,,0,0  0  0
Γαλλικού,7,7  3.031,860,4  5  1.503,,407,6  1  5
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Γερακαρίου,1,1  542,199,0  0  0,,0,1  1  0
?ροσάτου,8,11  5.840,1.552,2  1  444,,141,5  0  5
Ευζώνων,5,6  6.028,1.795,0  0  0,,0,2  0  2
Ευκαρπίας,2,2  3.325,740,0  0  0,,0,1  0  1
Θεοδοσίων,1,1  350,90,0  0  0,,0,1  0  1
Καμπάνη,6,6  2.389,615,2  0  1.254,,136,5  3  2
Καστανεών,4,5  2.257,598,0  0  0,,0,3  0  3
Κεντρικού,2,2  496,140,0  0  0,,0,2  1  1
Κοιλαδίου,4,4  8.270,2.208,0  0  0,,0,0  0  0
Κοκκινιάς,1,1  539,184,0  0  0,,0,1  1  0
Κρηστώνης,4,6  3.209,971,2  1  1.106,,244,7  0  7
Μαυρονερίου,7,8  28.157,7.391,1  1  331,,72,2  1  1
Μεγάλης Βρύσης,1,1  492,164,0  0  0,,0,1  0  1
Μεγάλης Στέρνας,3,3  6.716,1.567,1  1  165,,53,4  2  2
Μελανθίου,1,2  554,188,0  0  0,,0,1  0  1
Μεσιανού,8,9  6.256,1.966,1  0  98,,34,7  3  4
