"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
Νυδρίου,7,15  7.032,2.295,9  8  1.562,451,17  9  8
Πλατυστόμων,3,5  2.960,824,2  3  537,178,21  17  4
Πόρου,2,3  482,149,1  1  203,72,3  2  1
Σύβρου,1,2  1.060,380,0  0  0,0,2  0  2
Τσουκαλάδων,5,8  2.740,857,4  4  1.462,470,13  3  10
Φτερνού,1,2  597,199,1  0  78,26,4  4  0
Χαραδιατίκων,2,3  917,175,0  0  0,0,0  0  0
?ΥΤΙΚΗ ΕΛΛΑ?Α,3.159,5.440  2.992.375,1.071.781,1.431  1.332  598.616,173.848,6.458  1.552  4.906
ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ,656,1.110  641.875,191.020,386  423  147.180,44.652,1.481  245  1.236
ΑΚΑΡΝΑΝΙΑΣ,,,,,,
Αμφιλοχίας,12,30  28.526,9.362,14  15  5.751,1.797,81  9  72
Αμπελακίου,1,1  238,68,0  0  0,0,1  0  1
Ανοιξιάτικου,1,2  824,256,0  0  0,0,2  0  2
Βαρετάδας,1,1  863,266,0  0  0,0,1  0  1
Βρουβιανών,1,1  340,103,0  0  0,0,1  0  1
Γιαννοπούλων,1,1  245,82,0  0  0,0,1  0  1
Εμπεσού,1,1  350,75,3  2  496,148,3  1  2
Κεχρινιάς,1,1  273,70,0  0  0,0,0  0  0
Κυψέλης (Σφήνας),2,2  5.567,1.045,2  2  433,145,2  1  1
Λεπενούς,3,5  2.167,658,4  2  650,208,6  1  5
Λουτρού,4,5  1.434,488,1  0  159,53,4  0  4
Μαλεσιάδας,1,1  705,228,0  0  0,0,1  0  1
Ματσουκίου,1,1  452,146,0  0  0,0,1  0  1
Μενιδίου,13,25  12.278,3.934,12  14  3.854,1.184,39  8  31
Μπαμπαλιού,1,2  396,128,1  1  371,119,2  0  2
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Πατιοπούλου,1,2  884,276,5  2  546,177,6  4  2
Σαρδινίων,2,3  1.164,370,0  0  0,0,2  0  2
Σπάρτου,0,0  0,0,1  0  54,18,0  0  0
Σταθά,3,4  1.120,333,0  0  0,0,3  1  2
Στάνου,1,2  3.413,675,2  0  2.575,444,0  0  0
Στράτου,2,3  1.191,378,1  1  565,189,4  0  4
Χαλκιοπούλων,1,1  760,182,4  0  1.278,314,2  1  1
Βόνιτσας (Βονίτσης),25,40  25.823,7.435,12  16  4.044,1.307,36  9  27
Κατούνας,3,3  2.205,621,3  3  1.020,388,4  1  3
Αγίου Νικολάου,3,3  1.103,337,3  4  1.067,341,5  1  4
Αρχοντοχωρίου,1,2  6.018,1.271,2  2  697,224,2  0  2
Αστακού,13,22  8.650,2.702,6  9  2.103,679,25  2  23
Βασιλοπούλου,0,0  0,0,1  0  104,32,1  1  0
Γουριωτίσσης,0,0  0,0,5  4  1.094,361,4  2  2
?ρυμού,3,5  1.707,598,1  0  108,34,5  0  5
Θυρίου,3,6  2.326,745,0  0  0,0,2  0  2
Κανδήλας,5,8  2.740,822,7  3  1.105,350,8  3  5
Κατοχής,1,1  766,272,7  8  1.454,454,8  3  5
Λεσινίου,3,4  1.618,492,2  0  220,68,5  2  3
Μαχαιρά,1,1  244,61,4  3  1.521,518,4  1  3
Μοναστηρακίου,4,4  4.017,1.036,4  3  630,222,2  0  2
Μύτικα,11,19  8.944,2.891,4  4  828,296,15  1  14
Παλαιομανίνας,2,3  1.080,375,1  2  688,199,5  0  5
Παλαίρου,12,17  10.025,2.808,3  1  518,165,10  1  9
Παλιαμπέλων,1,2  618,188,3  2  1.465,358,3  1  2
Παναγούλας,1,1  205,72,0  0  0,0,1  0  1
Παππαδάτου,1,1  249,66,0  0  0,0,1  0  1
Πενταλόφου,5,7  2.801,840,0  0  0,0,7  0  7
Περατιάς,5,8  3.240,992,2  2  380,123,14  12  2
Πλαγιάς,5,8  3.824,1.017,2  1  454,151,4  2  2
Πογωνιάς,1,2  619,220,1  1  327,109,2  0  2
Προδρόμου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,2  398,112,0  0  0,,0,1  0  1
Ρίγανης,1,1  300,100,2  2  8.335,,2.107,1  0  1
Στρογγυλοβουνίου,1,1  134,42,0  0  0,,0,0  0  0
Τρύφου,0,0  0,0,4  3  647,,212,4  2  2
Φυτειών,2,3  1.038,313,6  5  1.022,,337,6  3  3
Αιτωλικού,23,34  23.483,5.269,6  9  2.534,,857,41  2  39
Μεσολογγίου,42,79  37.396,13.068,36  46  17.127,,5.137,147  19  128
Αγγελοκάστρου,3,3  8.922,1.735,6  5  2.232,,499,6  0  6
Αγίου Ανδρέου,1,2  584,199,1  1  120,,40,2  1  1
Αγίου Γεωργίου,4,6  2.769,680,2  3  564,,185,4  0  4
Αγίου Θωμά,2,2  614,190,2  2  407,,117,3  1  2
¶νω Κερασόβου,0,0  0,0,1  1  94,,27,0  0  0
Γαβαλούς,7,8  2.260,663,2  3  531,,154,7  0  7
Γαλατά,6,8  2.677,922,2  3  757,,223,9  0  9
Γουριάς,6,6  4.888,1.030,1  0  145,,39,4  1  3
Γραμματικούς,5,7  2.297,758,3  2  1.357,,434,10  2  8
?αφνιά,1,1  316,102,0  0  0,,0,1  0  1
Ελληνικών,0,0  0,0,1  0  123,,32,1  1  0
Ευηνοχωρίου,3,5  1.810,580,2  3  825,,242,6  0  6
Ζευγαρακίου,6,9  4.059,1.086,1  0  66,,22,8  0  8
Κάτω Κερασόβου,2,3  1.590,497,1  0  180,,50,5  0  5
Κάτω Μακρινούς,2,2  643,170,0  0  0,,0,0  0  0
Καψοράχης (Παλαιοχωρίου),1,1  352,88,0  0  0,,0,0  0  0
Κλεισορρευμάτων,0,0  0,0,2  0  348,,111,2  1  1
Μάστρου,4,5  2.408,748,2  4  698,,224,7  0  7
Ματαράγκας,3,4  3.317,965,1  2  380,,119,6  0  6
Μεσαρίστης,4,5  964,274,1  2  456,,147,4  0  4
Νεοχωρίου,8,11  3.849,1.177,7  14  4.199,,1.287,23  2  21
Παππαδατών,7,11  5.914,1.791,4  3  1.076,,365,14  2  12
Περιθωρίου,1,1  125,37,0  0  0,,0,1  1  0
Σταμνάς,6,7  1.975,579,1  0  152,,50,4  1  3
Τριχωνίου,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,1  413,129,0  0  0,,0,1  0  1
Χρυσοβεργίου,2,2  2.431,508,0  0  0,,0,1  1  0
Αντιρρίου,19,27  14.379,4.315,11  7  2.141,,740,24  4  20
Ναυπάκτου,66,143  91.065,28.029,35  53  13.399,,4.341,218  48  170
Πυλλήνης,7,10  4.405,1.245,0  0  0,,0,8  3  5
Αμπελακιωτίσσης,1,2  435,145,0  0  0,,0,2  0  2
Ανθοφύτου,1,1  144,48,0  0  0,,0,1  1  0
¶νω Βασιλικής,0,0  0,0,1  2  612,,191,2  0  2
¶νω Χώρας,1,2  1.208,368,0  0  0,,0,3  0  3
Αφροξυλιάς,5,5  1.968,592,0  0  0,,0,3  0  3
Βασιλικής,4,8  1.792,593,0  0  0,,0,6  0  6
Βλαχομάνδρας,2,2  901,354,0  0  0,,0,1  0  1
Βομβοκούς,1,1  173,50,0  0  0,,0,1  1  0
Γαβρολίμνης,2,2  491,157,0  0  0,,0,1  0  1
?άφνης,5,7  2.252,745,1  1  217,,72,8  3  5
Ελατούς,1,2  666,200,0  0  0,,0,2  0  2
Ελευθεριανής,0,0  0,0,1  2  405,,135,1  0  1
Καλαβρούζης,2,2  1.080,340,0  0  0,,0,2  0  2
Κλεπάς,0,0  0,0,1  2  315,,99,1  0  1
Λιμνίτσης,1,1  130,36,0  0  0,,0,1  1  0
Λυγιά,10,12  7.163,2.255,3  3  1.085,,342,17  1  16
Μαμουλάδας,3,4  1.022,312,1  1  156,,49,3  1  2
Νεοκάστρου,1,1  664,242,0  0  0,,0,2  0  2
Ξηροπηγάδου,3,5  2.302,721,0  0  0,,0,4  0  4
Παλαιοπύργου,1,1  162,54,0  0  0,,0,1  1  0
Πιτσιναιίκων,0,0  0,0,1  0  170,,56,1  1  0
Σκάλας,0,0  0,0,1  0  160,,51,0  0  0
Στύλιας,1,1  400,116,0  0  0,,0,1  0  1
Τρικόρφου,4,4  1.207,368,0  0  0,,0,3  0  3
Αγρινίου,78,206  162.284,49.074,34  45  15.011,,5.014,327  39  288
Θέρμου,9,11  3.584,1.098,5  3  1.278,,411,12  1  11
Νεάπολης,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",16,27  11.340,3.313,10  14  6.502,1.808,25  2  23
Παραβόλας,7,10  3.826,1.022,6  5  1.485,426,12  4  8
Αγίας Παρασκευής,1,1  280,80,1  0  122,38,1  1  0
Αγίου Βλασίου,2,2  712,214,1  2  314,101,3  1  2
Αγίου Κωνσταντίνου,20,34  22.056,6.556,14  25  6.141,2.002,42  7  35
Αμπελίων,3,3  634,192,0  0  0,0,3  0  3
?οκιμίου,8,10  4.074,1.168,5  6  852,277,10  2  8
?ρυμώνος,3,4  691,230,1  2  135,45,4  2  2
Καινουργίου,12,16  7.255,2.101,8  7  2.694,819,13  1  12
Καλλιθέας,1,1  210,70,1  2  562,173,2  1  1
Καλουδίου,0,0  0,0,2  1  242,76,2  2  0
Καλυβίων,3,5  1.429,456,2  1  660,197,4  0  4
Καμαρούλας,6,7  6.314,1.497,3  3  2.509,651,6  2  4
Κάτω Χρυσοβίτσης,1,1  196,65,1  0  160,50,2  0  2
Κονίσκης,1,1  207,69,2  3  519,163,2  1  1
Κυρά Βγένας,1,2  496,166,0  0  0,0,1  0  1
Νέας Αβόρανης,4,4  533,150,1  2  701,226,2  1  1
Νερομάννας,2,3  505,164,0  0  0,0,2  0  2
Παναιτωλίου,11,17  8.552,2.461,5  3  5.739,1.261,14  3  11
Παντανάσσης,0,0  0,0,2  2  728,205,1  0  1
Ποταμούλας,2,2  324,92,0  0  0,0,0  0  0
Σαργιάδας,1,2  969,263,1  1  370,129,2  0  2
Σιτομένων,1,2  516,172,0  0  0,0,1  0  1
Σκουτεράς,1,1  181,50,0  0  0,0,0  0  0
Σκουτεσιάδας,2,2  141,44,0  0  0,0,0  0  0
Σπολαίτης,0,0  0,0,2  2  396,128,2  1  1
Χούνης,0,0  0,0,3  3  466,184,3  1  2
Ψηλοβράχου,1,2  619,172,0  0  0,0,2  0  2
ΝΟΜΟΣ ΑΧΑΙΑΣ,1.626,3.055  1.762.653,711.506,703  653  326.064,92.207,3.704  1.043  2.661
Αιγίου,219,427  225.784,279.533,81  81  43.058,12.600,434  105  329
Ακράτας,30,53  27.564,8.856,17  10  7.643,1.823,83  23  60
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Αγίου Κωνσταντίνου,4,6  2.128,697,0  0  0,,0,5  1  4
Αιγείρας,16,29  16.674,5.374,6  7  2.875,,916,52  14  38
Αιγών,1,1  354,118,0  0  0,,0,1  1  0
Αμπέλου,5,8  3.743,1.045,3  1  367,,114,8  2  6
¶νω ?ιακοπτού,2,3  1.431,438,1  1  245,,81,4  1  3
Βαλιμής,2,3  919,306,0  0  0,,0,3  1  2
Βαλιμιτίκων,14,19  4.985,1.629,1  2  330,,120,18  3  15
Βελάς,1,2  902,249,0  0  0,,0,1  0  1
Γκραίκα,0,0  0,0,1  2  408,,136,1  0  1
Γρηγόρη,2,3  825,254,0  0  0,,0,2  1  1
?αφνών,4,6  2.214,639,1  0  90,,30,4  2  2
?ημητροπούλου,2,4  1.111,343,3  3  515,,172,6  3  3
?ιακοπτού,32,49  20.211,5.922,12  10  3.025,,983,54  18  36
?ιγελιωτίκων,3,5  1.179,381,1  2  481,,164,5  0  5
Ελαιώνος,11,22  8.075,2.160,3  3  2.034,,654,28  14  14
Ελίκης,10,17  28.171,5.223,2  3  951,,321,11  2  9
Ζαχλωριτίκων,7,12  2.882,930,2  3  613,,191,10  3  7
Καθολικού,1,1  351,117,0  0  0,,0,2  0  2
Καλαμιά,5,10  4.700,1.533,1  2  575,,180,10  0  10
Κουλούρας,8,11  4.003,1.341,3  1  926,,319,11  1  10
Κούμαρη,2,4  842,290,0  0  0,,0,2  0  2
Κουνινάς,4,4  1.158,390,0  0  0,,0,5  2  3
Κρήνης,3,3  529,170,1  1  134,,46,4  3  1
Λόγγου,17,27  12.736,3.923,1  0  62,,22,38  20  18
Μαμουσιάς,2,4  824,294,2  2  1.330,,442,3  0  3
Μαυρικίου,5,6  1.774,589,2  3  445,,141,8  3  5
Μελισσίων,6,7  2.053,628,1  1  75,,25,8  4  4
Μοναστηρίου,1,1  551,158,0  0  0,,0,1  0  1
Νεραντζιών,1,1  199,70,0  0  0,,0,1  0  1
Νικολαιίκων,4,6  1.365,425,3  2  898,,277,7  1  6
Οάσεως,2,2  946,267,1  1  98,,35,2  0  2
Παραλίας Πλατάνου,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",1,2  770,206,1  0  454,154,4  0  4
Πλατάνου,12,21  6.556,1.997,3  2  770,230,13  1  12
Πτέρης,6,10  2.382,770,2  0  506,172,12  4  8
Ριζομύλου,1,2  890,263,1  1  340,109,2  0  2
Ροδιάς,6,10  2.470,823,1  2  121,40,9  3  6
Ροδοδάφνης,35,50  29.369,7.814,12  10  9.976,2.250,54  10  44
Σελιανιτίκων,10,18  11.895,3.819,5  4  1.283,418,18  7  11
Σελινούντος,10,15  5.979,2.021,1  1  853,320,12  1  11
Τέμενης,22,38  18.342,5.285,0  0  0,0,25  6  19
Τούμπας,2,2  507,166,0  0  0,0,2  1  1
Τραπέζης,3,6  3.111,886,1  2  508,145,10  1  9
Χατζή,1,1  360,126,0  0  0,0,1  0  1
Χρυσαμπέλων,1,2  655,222,2  3  1.250,336,4  1  3
?άφνης,1,2  600,178,4  4  1.074,363,7  3  4
Καλαβρύτων,17,29  14.955,4.643,18  10  8.618,2.778,42  16  26
Αγίας Βαρβάρας,3,7  14.960,1.894,1  1  69,23,3  1  2
Αγραμπέλων,3,3  1.143,366,0  0  0,0,3  0  3
Αναστάσεως,1,2  750,229,0  0  0,0,2  2  0
¶νω Βλασίας,1,1  234,63,2  0  637,218,2  0  2
¶νω Λουσών,2,2  1.845,501,0  0  0,0,2  2  0
Βάλτας,3,4  1.064,311,0  0  0,0,3  1  2
Βιλιβίνης,3,4  1.214,406,0  0  0,0,3  0  3
?ροσάτου,4,5  903,292,1  1  165,55,5  3  2
Ζαρούχλης,1,1  206,56,0  0  0,0,1  1  0
Καστρίων,0,0  0,0,1  1  272,82,1  0  1
Κάτω Βλασίας,2,3  565,153,1  1  275,91,3  1  2
Κάτω Λουσών,0,0  0,0,2  0  112,37,1  1  0
Κερπινής,1,2  343,111,0  0  0,0,1  0  1
Κερτέζης,2,3  1.968,640,1  0  229,84,2  1  1
Κλειτορίας,3,5  2.214,627,3  1  1.160,327,7  2  5
Κούτελης,1,1  225,50,0  0  0,0,0  0  0
Λυκουρίας,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,2  802,258,0  0  0,,0,1  0  1
Μανεσίου,3,4  2.225,584,0  0  0,,0,1  0  1
Μεσορρουγίου,1,1  285,95,0  0  0,,0,1  0  1
Μικρού Ποντιά,1,3  517,157,0  0  0,,0,1  0  1
Νασίων,1,1  639,205,0  0  0,,0,1  0  1
Παγκρατίου,1,2  570,190,2  2  921,,275,3  1  2
Πάου,2,2  360,117,0  0  0,,0,2  1  1
Πετσάκων,0,0  0,0,1  0  662,,210,2  0  2
Πλατανιωτίσσης,1,2  369,125,0  0  0,,0,1  0  1
Πριολίθου,0,0  0,0,1  1  110,,43,1  0  1
Σειρών,1,1  192,60,1  2  748,,249,3  1  2
Σκεπαστού,5,5  2.163,633,3  1  1.272,,392,6  2  4
Τρεχλού,1,1  675,300,0  0  0,,0,1  0  1
Ψωφίδος,1,2  1.296,377,1  2  245,,125,2  0  2
Κάτω Αχαϊας,46,87  40.177,12.190,18  18  7.820,,2.131,89  22  67
Πατρέων,502,1.179  808.153,226.214,261  278  140.586,,38.925,1.822  593  1.229
Αγίας Βαρβάρας,1,2  581,189,0  0  0,,0,1  0  1
Αγιοβλασιτίκων,3,3  679,189,1  1  510,,170,3  1  2
Αγίου Βασιλείου,19,42  22.551,7.197,17  14  7.642,,2.015,51  11  40
Αγίου Νικολάου Κράλης,2,3  903,290,0  0  0,,0,2  0  2
Αγίου Στεφάνου,2,3  18.961,2.765,2  1  642,,150,2  0  2
Ακταίου (Βερναρδαιίκων),12,23  14.486,4.270,3  2  584,,145,17  1  16
Αλεποχωρίου,1,1  800,200,0  0  0,,0,0  0  0
Αλισσού,6,10  2.783,837,5  4  2.075,,557,10  1  9
¶λσους,1,1  249,78,0  0  0,,0,1  0  1
¶νω Αχαϊας,1,2  540,180,0  0  0,,0,1  0  1
¶νω Καστριτσίου,4,6  2.134,654,2  1  2.147,,473,5  0  5
¶νω Σουδεναιίκων,1,1  264,78,0  0  0,,0,1  0  1
Απιδεώνος,4,6  1.961,624,2  0  234,,66,6  2  4
Αράξου,1,1  422,140,0  0  0,,0,1  0  1
Αραχοβιτίκων,6,9  3.609,1.162,4  4  819,,261,9  0  9
Αργυράς,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",4,6  2.688,919,2  1  312,101,6  1  5
¶ρλας,2,4  1.515,479,0  0  0,0,3  0  3
Αρραβωνίτσης,0,0  0,0,2  2  607,187,1  0  1
Αχαϊκού,2,2  856,271,0  0  0,0,1  0  1
Βασιλικού,10,13  5.629,1.465,2  0  1.270,292,8  1  7
Βραχναιίκων,15,24  23.673,4.674,2  2  767,237,17  1  16
?εμεστίχων,0,0  0,0,1  1  300,98,1  0  1
?ουκαναιίκων,1,1  200,58,0  0  0,0,1  1  0
?ρεπάνου,6,9  3.740,1.249,0  0  0,0,7  1  6
?ροσιάς,0,0  0,0,2  3  1.035,346,3  2  1
Ελαιοχωρίου,3,5  1.132,342,0  0  0,0,3  0  3
Ελικίστρας,15,28  13.344,3.863,5  1  670,206,22  3  19
Ελληνικού,1,2  354,118,2  2  270,94,2  1  1
Ερυμανθείας,0,0  0,0,1  1  230,76,1  1  0
Ζήριας,11,17  6.986,2.160,0  0  0,0,17  8  9
Θέας,3,5  2.477,778,2  2  255,83,5  2  3
Θεριανού,2,3  1.568,487,1  1  569,194,3  0  3
Ισώματος,1,2  403,127,2  4  964,305,4  2  2
Καγκαδίου,2,2  535,167,2  1  278,81,2  1  1
Καλεντζίου,2,3  1.925,486,3  2  852,244,4  4  0
Καλλιθέας,4,8  3.046,964,5  3  746,201,7  2  5
Κάλφα,1,1  256,64,0  0  0,0,1  0  1
Καμαρών,20,27  11.187,3.175,5  5  887,306,24  5  19
Καμινίων,10,18  5.049,1.545,1  0  805,275,11  0  11
Καραιίκων,11,13  4.666,1.401,3  0  2.569,508,10  2  8
Κάτω Αλισσού,4,8  3.396,892,3  2  1.446,416,9  0  9
Κάτω Καστριτσίου,12,24  9.503,3.005,2  2  1.355,446,17  2  15
Κρήνης,8,10  4.321,1.347,4  2  958,308,11  4  7
Λάκκας,1,1  800,258,0  0  0,0,1  0  1
Λακκοπέτρας,6,12  3.312,1.059,2  3  613,196,11  3  8
Λακκωμάτων,1,2  849,283,0  0  0,0,1  0  1
Λεοντίου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",0,0  0,0,1  2  632,189,1  0  1
Λιμνοχωρίου,4,7  3.227,950,1  0  216,72,5  0  5
Λουσικών,3,5  2.145,642,0  0  0,0,5  1  4
Μαζαρακίου,2,2  817,253,1  0  104,23,1  0  1
Ματαράγκας,1,1  716,194,0  0  0,0,1  0  1
Μετοχίου,13,15  7.554,1.898,2  0  647,155,11  3  8
Μιντιλογλίου,30,52  26.694,8.256,1  0  176,60,40  2  38
Μιραλίου,1,1  612,226,0  0  0,0,1  0  1
Μιτοπόλεως,0,0  0,0,1  0  240,72,1  0  1
Μοίρας,0,0  0,0,1  1  147,48,1  1  0
Μονοδενδρίου,6,11  4.364,1.155,3  1  608,202,6  1  5
Μυρόβρυσης,1,1  256,80,0  0  0,0,1  0  1
Μύρτου,5,9  2.245,827,0  0  0,0,6  0  6
Νέου Ερινεού,2,3  729,243,1  0  1.253,388,4  1  3
Νέου Κομπηγαδίου,1,1  189,63,0  0  0,0,1  0  1
Νιφοραιίκων,2,2  972,297,0  0  0,0,1  1  0
Οβριάς,27,40  26.769,7.582,9  10  4.277,989,32  2  30
Παραλίας,17,24  11.110,3.076,14  11  4.933,1.394,19  3  16
Πετροχωρίου,7,8  1.954,584,2  2  517,157,10  4  6
Πετρωτού,4,8  2.483,834,1  2  574,207,6  0  6
Πιτίτσης,0,0  0,0,1  1  315,99,2  2  0
Πλατανίου,3,4  1.023,302,3  4  1.264,380,4  1  3
Πλατανόβρυσης,7,12  6.165,1.574,0  0  0,0,7  0  7
Ριόλου,6,10  4.207,1.298,1  0  1.610,194,7  0  7
Ρίου (Αγίου Γεωργίου Ρίου),28,53  28.353,8.269,26  27  10.644,3.348,68  23  45
Ρογιτίκων,4,6  2.568,801,7  6  2.642,732,10  2  8
Ρουπακιάς,1,1  319,100,0  0  0,0,1  0  1
Σαγαιίκων,8,13  5.364,1.545,0  0  0,0,10  3  7
Σαλμενίκου,4,4  1.360,433,1  1  266,79,4  1  3
Σαραβαλίου,19,31  22.316,6.936,10  8  6.985,1.783,34  4  30
Σελλών,1,1  632,203,1  2  839,280,2  0  2
Σκιαδά,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",4,4  999,316,1  1  295,101,3  1  2
Σουλίου,2,3  13.552,2.880,4  4  1.197,393,6  1  5
Σπαρτιάς,3,4  916,253,0  0  0,0,4  2  2
Σταροχωρίου,2,3  1.462,459,1  1  322,61,3  1  2
Σταυροδρομίου,2,2  1.122,340,0  0  0,0,1  0  1
Τσουκαλαιίκων,4,6  2.985,932,2  2  405,132,7  0  7
Φαρών,3,4  1.107,304,2  0  198,77,1  1  0
Φράγκας,1,1  672,160,0  0  0,0,0  0  0
Φωσταίνης,1,2  436,139,1  0  302,103,2  0  2
Χαϊκαλίου,3,5  9.093,1.560,1  0  191,55,1  0  1
Χαλανδρίτσης,8,11  6.446,1.799,5  3  889,295,10  1  9
Χιόνας,0,0  0,0,2  2  143,39,0  0  0
Χρυσοπηγής,0,0  0,0,2  0  159,63,1  0  1
Ψαθοπύργου,13,23  8.306,2.539,4  6  2.449,626,16  1  15
ΝΟΜΟΣ ΗΛΕΙΑΣ,877,1.275  587.847,169.255,342  256  125.372,36.989,1.273  264  1.009
Αμαλιάδος,12,22  10.737,3.150,7  11  3.094,910,26  8  18
Ανδραβίδας,19,26  9.131,2.551,14  11  5.154,1.568,24  4  20
Αρχαίας Ολυμπίας,7,11  13.110,4.046,3  2  1.038,340,6  0  6
Βαρθολομιού,15,20  6.097,1.816,4  2  1.424,485,25  4  21
Γαστούνης,25,36  14.870,4.228,11  8  7.486,1.934,35  7  28
Λεχαινών,16,28  11.736,3.267,14  9  16.049,4.655,34  6  28
Πύργου,112,226  147.872,43.771,30  34  11.220,3.374,309  45  264
Αγίας ¶ννης,2,2  441,143,0  0  0,0,1  0  1
Αγίας Κυριακής,0,0  0,0,1  2  606,202,1  0  1
Αγίας Μαύρας,2,3  729,210,0  0  0,0,2  0  2
Αγίας Τριάδος,1,1  545,189,1  0  342,120,2  1  1
Αγίου Γεωργίου,12,16  7.424,2.269,2  2  566,187,11  2  9
Αγίου ?ημητρίου,4,5  1.363,387,1  1  171,57,6  3  3
Αγίου Ηλία Πηνηίων,1,1  110,34,2  0  530,145,2  1  1
Αγίου Ηλία Πύργου (Αγίου Ηλία,2,3  509,170,0  0  0,0,2  2  0
Λετρίνων),,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Αγίου Ιωάννου,6,6  2.178,607,3  2  697,195,9  4  5
Αγίων Αποστόλων,0,0  0,0,1  0  48,24,0  0  0
Αγνάντων,1,2  430,130,1  0  130,42,2  1  1
Αετορράχης,1,2  380,118,0  0  0,0,1  0  1
