Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Αγιάς,21,33  12.637,3.247,6  4  1.261,398,20  4  16
Αετολόφου,1,1  151,48,1  1  122,43,2  1  1
Αμυγδαλής,1,2  1.181,354,1  2  445,140,2  0  2
Ανάβρας,1,1  540,170,3  3  772,240,3  1  2
Ανατολής,1,1  191,60,2  2  459,144,3  2  1
?ήμητρας,1,1  140,43,0  0  0,0,1  1  0
Καλαμακίου,2,2  522,166,0  0  0,0,2  1  1
Καρίτσης,3,5  1.271,413,2  1  451,133,8  6  2
Καστρίου,1,2  1.233,394,0  0  0,0,2  0  2
Μεγαλοβρύσου,2,2  553,192,0  0  0,0,2  2  0
Μελιβοίας,25,35  11.522,3.806,2  0  507,159,42  18  24
Μεταξοχωρίου,1,2  850,260,0  0  0,0,2  0  2
Νερομύλων,1,1  1.116,149,0  0  0,0,0  0  0
Σκήτης,12,22  9.473,3.033,3  3  593,171,37  20  17
Σκλήθρου,0,0  0,0,2  1  573,183,2  0  2
Στομίου,3,4  2.027,518,2  4  815,258,8  2  6
Σωτηρίτσης,11,15  4.297,1.433,5  3  602,186,17  8  9
Ελασσόνος,46,86  89.058,24.084,28  20  15.656,4.111,132  35  97
¶κρης,1,2  312,103,0  0  0,0,1  0  1
Βαλανίδας,0,0  0,0,2  3  752,242,1  0  1
Βερδικούσσης,6,8  9.761,2.870,2  2  315,123,14  3  11
Βλαχογιαννίου,4,4  11.837,1.983,1  1  204,58,2  0  2
Γαλανόβρυσης,1,1  560,120,0  0  0,0,0  0  0
?αμασίου,2,4  5.188,1.725,3  1  627,203,16  1  15
?ρυμού,2,3  862,287,0  0  0,0,2  0  2
Ευαγγελισμού,2,3  2.543,584,1  1  327,89,2  0  2
Καλλιθέας,3,5  2.562,754,0  0  0,0,3  0  3
Καρυάς,2,3  1.315,346,0  0  0,0,1  1  0
Κρανέας Ελασσόνος,10,14  3.863,1.313,7  9  1.543,523,19  8  11
Κρυόβρυσης,1,1  283,88,0  0  0,0,1  0  1
Λιβαδίου,8,12  6.322,1.713,2  0  4.180,1.304,7  1  6
Λουτρού,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",7,11  2.805,914,1  0  16,,5,7  0  7
Λυκουδίου,2,2  588,179,0  0  0,,0,2  0  2
Μεγάλου Ελευθεροχωρίου,1,1  410,130,0  0  0,,0,1  0  1
Μεσοχωρίου,1,1  275,50,0  0  0,,0,0  0  0
Ολυμπιάδος,2,4  1.080,370,2  0  364,,117,2  0  2
Πραιτωρίου,1,2  350,103,0  0  0,,0,0  0  0
Σαρανταπόρου,14,21  9.291,2.767,6  2  4.021,,953,24  3  21
Συκέας,1,1  2.939,890,0  0  0,,0,0  0  0
Τσαριτσάνης,1,1  1.702,567,0  0  0,,0,0  0  0
Λαρίσης,336,961  822.098,233.570,123  159  61.616,,18.532,1.277  355  922
Αγίου Γεωργίου,1,1  1.685,246,2  2  1.041,,319,1  0  1
Αγίων Αναργύρων,2,2  4.625,755,1  0  284,,94,1  0  1
Αγναντερής,0,0  0,0,1  1  795,,154,0  0  0
Αμπελακίων,3,5  1.570,435,1  0  72,,24,2  0  2
Αρμενίου,1,1  40,16,1  1  130,,48,1  1  0
Βουναίνων,1,2  465,119,1  0  70,,20,1  0  1
Γαλήνης,1,1  2.266,646,0  0  0,,0,0  0  0
Γλαύκης,2,2  1.047,338,0  0  0,,0,1  0  1
?ιλόφου,1,1  432,108,1  0  227,,65,0  0  0
?οξαρά,1,1  250,68,0  0  0,,0,0  0  0
Ελατείας,1,1  478,120,0  0  0,,0,1  0  1
Ευαγγελισμού,2,2  600,175,0  0  0,,0,1  0  1
Ζαππείου,1,1  150,39,2  2  300,,100,3  1  2
Καλοχωρίου,3,4  750,170,2  1  396,,131,2  1  1
Κιλελέρ (Κυψέλης),1,2  1.324,280,1  1  577,,175,1  0  1
Κοιλάδος,2,2  779,654,2  1  889,,240,2  1  1
Κραννώνος,1,1  1.932,364,0  0  0,,0,0  0  0
Λουτρού,1,1  1.027,205,0  0  0,,0,0  0  0
Μακρυχωρίου,13,17  112.407,16.605,6  2  23.981,,3.506,5  2  3
Μάνδρας,1,1  1.000,200,0  0  0,,0,0  0  0
Μεγάλου Μοναστηρίου,2,2  877,214,1  0  618,,125,0  0  0
Μελίας,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",2,3  4.004,1.168,1  0  1.026,183,1  0  1
Μελίσσης,3,4  13.214,1.741,0  0  0,0,9  9  0
Μελισσοχωρίου,5,8  5.178,1.246,1  1  459,153,6  2  4
Μύρων,1,2  2.189,516,1  0  181,60,1  1  0
Νέου Περιβολίου,1,2  1.940,606,1  0  119,27,0  0  0
Νέσσωνος,1,1  112,38,0  0  0,0,1  1  0
Νέων Καρυών,1,1  612,167,0  0  0,0,1  0  1
Νικαίας,25,36  90.013,15.923,6  2  49.104,6.837,21  1  20
Νίκης,1,2  935,264,0  0  0,0,0  0  0
Ομολίου,4,7  1.688,529,1  0  63,21,6  2  4
Ομορφοχωρίου,6,8  60.623,10.515,3  0  6.887,1.152,2  1  1
Όσσης,1,1  394,108,0  0  0,0,0  0  0
Παραποτάμου,1,1  140,47,0  0  0,0,0  0  0
Πλατυκάμπου,22,31  31.472,7.499,4  1  2.025,481,19  3  16
Πουρναρίου,2,2  365,194,1  1  340,103,2  0  2
Ραχούλας,1,1  1.042,279,0  0  0,0,1  0  1
Σπηλιάς,2,4  1.055,320,1  2  677,212,4  0  4
Συκουρίου,9,13  9.410,2.099,7  3  5.327,966,12  3  9
Τεμπών,1,1  845,281,1  0  49,16,1  0  1
Τερψιθέας,3,5  1.578,554,1  1  2.778,825,3  1  2
Χάλκης,3,4  2.028,646,0  0  0,0,3  1  2
Αμπελώνος,18,25  14.597,4.477,12  9  22.894,3.777,27  8  19
Τυρνάβου,42,62  86.684,16.139,31  22  37.121,6.508,55  19  36
Αιγάνης,5,6  2.142,708,3  3  269,92,7  2  5
Αργυροπουλείου,4,6  6.391,1.492,3  1  1.075,292,3  1  2
Βρυοτόπου,0,0  0,0,1  0  221,63,1  1  0
Γιάννουλης,19,32  21.527,5.270,14  9  101.476,13.138,21  2  19
Γόννων,3,5  3.083,855,2  1  243,221,2  1  1
?ελερίων,0,0  0,0,1  1  98,32,1  1  0
?ένδρων,4,7  4.328,907,2  1  268,85,4  0  4
Ιτέας,1,2  545,147,0  0  0,0,1  0  1
Κρανέας,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",4,6  8.733,1.372,0  0  0,,0,2  1  1
Πυργετού,8,16  11.201,2.850,2  2  279,,154,9  0  9
Ραψάνης,5,8  2.312,661,4  1  1.104,,338,10  6  4
Ροδιάς,0,0  0,0,1  0  99,,32,1  0  1
Φαλάννης,10,13  5.156,1.592,4  2  1.250,,264,13  1  12
Φαρσάλων,24,38  55.957,10.999,20  16  8.673,,2.677,50  14  36
Αγίου Γεωργίου,0,0  0,0,1  1  237,,82,0  0  0
Αχιλλείου,2,3  786,216,0  0  0,,0,1  0  1
Κατωχωρίου,5,5  2.238,550,0  0  0,,0,1  0  1
Μεγάλου Ευυδρίου,2,3  535,152,2  0  1.780,,266,1  0  1
Ναρθακίου,0,0  0,0,1  1  37,,13,0  0  0
Πολυδαμείου,5,5  762,282,3  1  123.410,,12.244,4  3  1
Χαλκιάδων,1,2  357,119,0  0  0,,0,1  0  1
ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ,769,1.478  975.869,266.225,593  620  338.341,,66.837,2.000  601  1.399
Αραχόβης,2,8  5.635,1.972,1  2  460,,146,14  3  11
Χαιρωνείας,0,0  0,0,1  4  75,,22,1  1  0
Αλμυρού,52,75  46.695,12.289,38  23  10.063,,3.200,69  20  49
Αγίου Ιωάννου,1,2  186,59,1  2  222,,101,1  1  0
Αγίων Θεοδώρων,2,3  424,127,0  0  0,,0,1  0  1
Αϊδινίου,16,38  21.350,6.319,19  23  9.951,,3.066,53  17  36
Αμαλιαπόλεως,2,3  1.582,504,0  0  0,,0,3  0  3
Ανάβρας,0,0  0,0,1  0  1.034,,192,0  0  0
Ανθοτόπου,1,1  2.898,805,0  0  0,,0,0  0  0
Αχιλλείου,2,2  3.088,354,1  0  36,,12,2  2  0
Βρυναίνης,0,0  0,0,1  0  281,,104,1  1  0
?ρυμώνος,1,2  861,305,0  0  0,,0,1  0  1
Ευξεινουπόλεως,5,7  1.230,431,1  0  427,,156,4  2  2
Κροκίου,1,1  1.452,528,1  0  373,,98,1  1  0
Μικροθηβών,0,0  0,0,2  1  525,,159,2  0  2
Πλατάνου,2,2  5.728,1.091,1  1  176,,58,2  1  1
Πτελεού,13,21  4.897,1.495,9  7  108.041,,8.122,21  5  16
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Σούρπης,2,3  1.632,574,0  0  0,,0,3  0  3
Φυλάκης,0,0  0,0,1  0  668,,222,0  0  0
Βελεστίνου,10,15  154.819,21.272,7  8  15.206,,2.389,13  3  10
Βόλου,152,413  270.909,88.528,125  141  42.448,,12.983,663  162  501
Ιωλκού,8,16  5.033,1.728,12  13  1.870,,622,18  7  11
Νέας Ιωνίας,68,153  143.434,42.007,67  73  21.621,,6.368,300  49  251
Αγίου Βλασίου,19,45  23.217,7.676,12  21  4.405,,1.429,75  29  46
Αγίου Γεωργίου Νηλείας,4,6  18.343,4.283,1  2  708,,236,4  3  1
Αγίου Γεωργίου Φερών,1,1  84,24,0  0  0,,0,0  0  0
Αγίου ?ημητρίου Πηλίου,1,1  64,19,1  0  151,,48,2  2  0
Αγίου Λαυρεντίου,1,2  418,127,0  0  0,,0,1  0  1
Αγριάς,22,35  16.262,4.694,8  3  25.807,,1.364,34  7  27
Αερινού,3,4  2.639,561,0  0  0,,0,1  0  1
¶λλης Μεριάς,2,2  1.356,415,2  3  502,,149,4  1  3
Ανηλίου,0,0  0,0,1  2  450,,150,3  2  1
¶νω Λεχωνίων,8,14  5.263,1.703,10  7  1.347,,424,15  4  11
Αργαλαστής,20,28  8.891,2.797,23  20  4.271,,1.364,36  15  21
Αφετών,6,10  2.175,676,4  5  966,,279,12  2  10
Βυζίτσης,1,2  1.278,425,2  0  109,,37,2  1  1
Γλαφυρών,0,0  0,0,1  0  30,,10,1  1  0
?ιμηνίου,11,16  23.088,2.941,8  4  16.014,,1.939,11  3  8
?ρακείας,1,2  2.192,622,2  1  469,,156,2  1  1
Ζαγοράς,10,18  6.307,1.791,13  18  4.259,,1.335,30  11  19
Καλαμακίου,1,2  1.100,297,1  1  227,,71,2  0  2
Καλών Νερών,2,3  3.173,356,2  0  57,,19,3  1  2
Καναλίων,3,3  992,227,1  0  117,,39,2  2  0
Κάτω Λεχωνίων,3,4  889,260,9  6  2.338,,735,11  4  7
Κατωχωρίου,0,0  0,0,2  1  372,,103,2  2  0
Κεραμιδίου,2,3  386,110,3  3  470,,142,5  2  3
Κερασέας,0,0  0,0,2  3  494,,151,2  1  1
Κισσού,0,0  0,0,2  3  651,,220,2  1  1
Λαμπινούς,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",0,0  0,0,2  2  207,67,2  1  1
Λαύκου,7,12  3.051,931,8  8  1.373,473,17  7  10
Μακρινίτσης,5,9  3.128,850,8  6  1.562,342,8  5  3
Μακρυρράχης,0,0  0,0,1  1  228,76,1  0  1
Μηλεών,22,36  17.501,5.079,11  15  3.734,1.088,46  11  35
Μηλίνης,8,15  4.090,1.285,2  4  855,284,12  2  10
Μουρεσίου,21,37  12.346,3.844,10  11  3.881,1.192,50  26  24
Νέας Αγχιάλου,35,65  27.797,8.378,32  26  12.199,3.471,75  16  59
Νεοχωρίου,5,10  4.036,1.234,11  8  2.480,751,21  13  8
Ξινόβρυσης,1,2  187,65,1  2  435,145,3  2  1
Ξορυχτίου,0,0  0,0,2  3  292,101,1  0  1
Πινακατών,3,6  1.296,390,2  2  748,225,5  1  4
Πορταριάς,12,23  14.300,4.881,4  5  1.263,391,19  2  17
Πουρίου,0,0  0,0,1  1  520,160,1  0  1
Προμυρίου,7,10  3.217,1.018,5  0  550,187,16  13  3
Ριζομύλου,1,2  948,321,2  0  381,104,4  1  3
Σέσκλου,8,10  7.130,1.889,0  0  0,0,4  0  4
Σταγιατών,2,5  1.683,576,0  0  0,0,4  0  4
Στεφανοβικείου,5,6  2.606,643,4  1  1.707,489,4  0  4
Συκής,3,3  931,300,1  1  159,51,3  0  3
Τρικερίου,10,17  4.454,1.496,8  10  1.318,424,20  8  12
Τσαγκαράδας,5,9  2.277,690,7  6  1.035,342,15  12  3
Σκιάθου,56,91  30.997,8.947,24  43  12.046,3.662,87  38  49
Σκοπέλου,51,76  21.457,6.289,30  42  9.441,2.957,76  36  40
Αλοννήσου,34,58  18.547,5.558,12  15  2.568,872,51  24  27
Γλώσσης,6,8  2.754,793,4  4  1.144,388,14  9  5
Κλήματος,1,2  1.166,376,2  3  524,175,6  4  2
ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ,489,822  528.217,146.477,250  193  101.482,31.050,922  136  786
Καλαμπάκας,38,76  45.101,14.377,15  14  10.840,2.341,76  12  64
Αγιοφύλλου,2,4  1.104,301,1  2  406,142,2  0  2
Αγναντιάς,3,5  2.300,716,0  0  0,0,3  2  1
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Αμπελοχωρίου,1,1  195,65,0  0  0,,0,1  0  1
Ανθούσης,3,5  952,312,0  0  0,,0,5  2  3
Ασπροκκλησιάς,5,6  1.899,561,1  1  542,,178,5  0  5
Αύρας,5,7  3.612,1.092,0  0  0,,0,4  1  3
Αχλαδέας,9,12  5.421,1.352,1  1  251,,77,8  2  6
Βασιλικής,10,13  17.239,3.406,5  5  1.886,,639,8  0  8
Βλαχάβας,1,2  531,175,0  0  0,,0,2  1  1
Γάβρου,3,3  2.874,845,0  0  0,,0,3  1  2
Γερακαρίου,1,1  436,109,0  0  0,,0,1  0  1
?ιάβας,8,12  4.252,1.220,0  0  0,,0,7  1  6
Θεοπέτρας,2,3  543,170,1  1  331,,107,1  0  1
Κακοπλευρίου,2,3  4.101,1.116,1  0  260,,85,6  4  2
Καλλιρρόης,0,0  0,0,1  0  224,,74,1  1  0
Καστανέας,1,2  616,188,0  0  0,,0,1  0  1
Καστρακίου,8,14  10.007,3.478,4  2  791,,273,11  3  8
Καταφύτου,0,0  0,0,1  0  638,,203,1  0  1
Κλεινού,1,2  2.256,752,3  3  655,,202,1  1  0
Κονισκού,6,6  2.110,611,0  0  0,,0,6  0  6
Κρανέας,5,7  1.791,596,1  2  374,,109,6  1  5
Κρύας Βρύσης,2,4  618,179,0  0  0,,0,3  0  3
Μαλακασίου,2,2  670,212,2  2  1.011,,300,3  0  3
Ματονερίου,0,0  0,0,1  0  210,,70,1  0  1
Μαυρελίου,3,3  957,243,2  0  769,,169,3  1  2
Οξυνείας,4,4  942,312,2  0  545,,190,5  0  5
Ορθοβουνίου,1,2  632,185,0  0  0,,0,2  0  2
Παλαιοχωρίου,1,2  3.089,1.006,0  0  0,,0,12  12  0
Παναγίας,1,2  578,164,0  0  0,,0,2  0  2
Περιστέρας,1,1  158,48,0  0  0,,0,1  1  0
Πεύκης,1,2  861,231,0  0  0,,0,1  0  1
Σαρακήνας,1,1  222,61,0  0  0,,0,0  0  0
Σκεπαρίου,7,9  3.311,1.037,1  0  158,,45,9  1  8
Σπαθάδων,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",0,0  0,0,1  0  1.091,363,1  0  1
Φλαμπουρεσίου,3,4  1.074,310,0  0  0,0,3  0  3
Φωτεινού,6,8  2.047,632,0  0  0,0,7  0  7
Χαλικίου,1,1  320,91,0  0  0,0,1  0  1
Χρυσομηλέας,1,1  240,70,0  0  0,0,1  0  1
Πύλης,4,5  1.609,544,4  3  1.028,322,7  2  5
Τρικκαίων,163,370  238.544,72.641,103  100  40.248,12.124,501  42  459
Φαρκαδόνος,4,4  1.947,552,5  5  1.062,431,7  4  3
Αγίας Κυριακής,3,3  10.743,1.902,2  0  2.253,427,1  0  1
Αγίας Παρασκευής,1,2  275,77,0  0  0,0,1  0  1
Αγρελιάς,1,1  304,76,0  0  0,0,1  0  1
Αθαμανίας,1,1  230,63,0  0  0,0,1  0  1
Βαλτινού,1,1  392,98,1  0  289,61,2  1  1
Βροντερού,0,0  0,0,1  0  25,6,0  0  0
Γαρδικίου,3,4  957,286,0  0  0,0,3  1  2
Γεωργανάδων,2,3  1.451,395,2  0  566,153,4  1  3
Γόμφων,11,14  14.504,3.100,9  4  4.927,1.519,14  4  10
Γοργογυρίου,0,0  0,0,2  1  267,93,0  0  0
Γριζάνου,2,3  1.514,393,3  5  1.642,510,6  2  4
?ενδροχωρίου,5,5  1.449,478,1  0  156,52,6  2  4
?ιαλεκτού,2,2  2.254,395,2  0  502,139,3  1  2
?ιποτάμου,0,0  0,0,1  1  108,36,1  1  0
?ροσερού,1,2  204,50,2  0  134,46,2  2  0
Ελάτης,5,9  2.985,929,5  3  6.625,1.625,4  2  2
Ελευθεροχωρίου,0,0  0,0,2  0  885,258,0  0  0
Ζάρκου,0,0  0,0,1  0  172,47,1  1  0
Ζηλευτής,5,6  1.796,564,0  0  0,0,4  0  4
Καλογήρων,0,0  0,0,1  2  727,242,2  0  2
Κάτω Ελάτης,2,3  899,236,0  0  0,0,1  0  1
Κεφαλοβρύσου,10,12  19.557,3.482,2  0  1.211,217,10  2  8
Κλοκοτού,2,4  818,267,4  1  777,247,5  2  3
Κοτρωνίου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",0,0  0,0,1  1  282,94,1  0  1
Κρήνης,2,2  2.241,687,1  0  60,20,1  1  0
Κρηνίτσης,8,10  3.545,1.130,0  0  0,0,7  0  7
Λόγγου,0,0  0,0,1  1  185,61,1  0  1
Λυγαριάς,2,2  1.104,228,0  0  0,0,0  0  0
Μεγάλου Κεφαλοβρύσου,4,5  8.677,1.417,2  1  438,134,2  1  1
Μεγαλοχωρίου,14,17  28.019,4.198,2  1  879,302,11  0  11
Μεγάλων Καλυβίων,5,5  2.498,643,10  11  2.710,783,14  5  9
Μεγάρχης,1,1  518,167,2  0  252,84,2  0  2
Μουριάς,4,5  1.285,393,1  2  240,80,4  0  4
Νεραϊδοχωρίου,2,4  842,284,1  1  442,117,2  0  2
Νομής,2,2  778,227,1  1  219,61,2  0  2
Ξυλοπαροίκου,0,0  0,0,3  0  359,114,2  2  0
Οιχαλίας (Νεοχωρίου),18,24  12.517,3.577,6  2  3.834,2.815,20  3  17
Παλαιομοναστήρου,0,0  0,0,1  0  127,38,0  0  0
Παλαιοπύργου,4,4  2.784,793,2  2  870,263,7  0  7
Παραμέρου,1,1  350,101,0  0  0,0,1  0  1
Παραποτάμου,2,3  1.380,368,0  0  0,0,2  0  2
Περτουλίου,3,4  2.384,714,2  1  1.279,409,4  0  4
Πετροπόρου,0,0  0,0,1  0  70,23,0  0  0
Πετρωτού,2,3  1.632,546,0  0  0,0,2  0  2
Πηγής,6,7  9.137,2.068,1  2  720,248,4  0  4
Πιαλείας,4,5  1.483,401,1  0  283,81,1  0  1
Πλατάνου,3,3  649,207,1  0  81,28,2  0  2
Προδρόμου,0,0  0,0,3  3  1.137,418,3  1  2
Πύρρας,1,1  324,128,0  0  0,0,1  0  1
Ράξας,3,3  1.141,349,0  0  0,0,2  0  2
Ριζώματος,4,5  7.566,2.023,0  0  0,0,1  0  1
Ροποτού,1,2  1.080,299,1  1  355,104,2  0  2
Στουρναραιίκων,1,2  276,99,0  0  0,0,2  2  0
Ταξιαρχών,3,4  998,264,2  1  265,115,2  1  1
Φανερωμένης,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",2,2  584,162,2  1  318,87,3  2  1
Φήκης,7,9  3.752,1.355,2  1  566,173,9  1  8
Φιλύρας,1,1  136,21,1  1  275,89,1  0  1
Φωτάδας,2,2  5.046,877,2  1  650,187,3  0  3
ΗΠΕΙΡΟΣ,1.546,2.748  2.228.001,613.807,732  655  440.721,123.407,3.384  876  2.508
ΝΟΜΟΣ ΑΡΤΗΣ,239,452  363.798,97.826,120  116  89.212,21.627,585  106  479
Αρταίων,81,199  191.409,53.958,38  39  26.410,6.002,309  47  262
Αγίας Παρασκευής,6,12  15.089,2.561,2  4  3.502,1.049,15  5  10
Αγίου Σπυρίδωνος,15,22  8.375,2.276,4  6  1.869,529,17  1  16
Αγνάντων,8,12  11.988,2.421,5  3  2.877,823,15  5  10
Αθαμανίου,3,4  1.651,468,0  0  0,0,1  0  1
Ακροποταμιάς,1,1  412,129,0  0  0,0,1  0  1
Αμμοτόπου,7,8  2.673,849,2  0  11.607,1.557,7  1  6
Ανέζης,20,49  53.671,12.651,28  29  16.986,4.542,78  14  64
Ανεμορράχης,1,2  974,260,0  0  0,0,2  0  2
¶νω Καλεντίνης,0,0  0,0,1  1  360,110,0  0  0
Αστροχωρίου,1,1  3.006,636,1  2  877,210,1  0  1
Βελεντζικού,1,2  636,191,0  0  0,0,1  0  1
Βίγλας,0,0  0,0,3  2  711,203,4  4  0
Βλαχέρνης,5,5  1.843,612,2  1  203,60,3  1  2
Βουργαρελίου,6,9  5.156,1.475,0  0  0,0,4  1  3
Γραμμενίτσης,9,12  4.439,1.229,2  1  1.141,356,9  1  8
Γριμπόβου,1,1  210,70,0  0  0,0,1  1  0
?ημαρίου,1,1  189,63,0  0  0,0,1  0  1
?ιάσελλου,5,9  3.902,1.156,0  0  0,0,8  0  8
Θεοδωριάνων,1,2  506,155,0  0  0,0,2  1  1
Καλαμιάς,3,3  1.744,494,2  3  1.375,444,7  0  7
Καλοβάτου,1,1  446,128,2  0  876,268,2  1  1
Καλογερικού,2,2  607,159,1  1  443,124,2  0  2
Καμπής,2,4  1.455,530,0  0  0,0,2  0  2
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Καταρράκτου,1,1  120,31,0  0  0,,0,1  1  0
