Νέας Κορώνης,1,2  356,110,1  0  500,160,2  0  2
Νερομύλου,0,0  0,0,3  1  323,109,2  2  0
Πανιπερίου,0,0  0,0,2  1  136,48,1  1  0
Παπαφλέσσα,1,1  795,50,1  0  91,30,0  0  0
Πεταλιδίου,14,18  6.410,1.989,8  2  1.567,516,19  4  15
Πηδάσου,1,1  468,156,2  0  422,143,5  4  1
Ρωμανού,2,4  2.295,750,1  0  90,32,3  2  1
Σουληναρίου,1,1  298,70,0  0  0,0,0  0  0
Φοινίκης,1,2  504,143,0  0  0,0,2  1  1
Φοινικούντος,6,10  4.691,1.595,1  0  880,286,8  0  8
Χανδρινού,2,3  1.823,461,1  0  59,22,1  0  1
Χαρακοπιού (Χαροκοπειού),2,2  793,237,1  1  373,124,4  1  3
Χατζή,1,2  218,56,2  0  714,220,2  1  1
Χράνων,2,3  902,294,0  0  0,0,2  0  2
Χωματάδας,0,0  0,0,1  1  186,62,1  1  0
Γαργαλιάνων,32,58  21.577,6.415,23  19  8.518,2.325,56  24  32
Κυπαρισσίας,67,119  50.603,14.964,28  19  9.951,2.752,110  39  71
Φιλιατρών,54,99  33.207,10.512,26  20  8.447,2.546,97  31  66
Χώρας,4,5  1.912,578,18  15  4.594,1.466,20  7  13
Αγαλιανής,2,2  459,149,1  2  377,130,2  0  2
Αετού,2,4  1.172,343,2  0  1.245,357,3  2  1
Αμπελοφύτου,1,2  282,94,0  0  0,0,1  1  0
Αρμενιών,4,6  1.195,359,0  0  0,0,4  1  3
Αυλώνος,2,3  644,222,1  1  161,46,2  0  2
Βάλτας,1,1  456,120,1  0  252,72,0  0  0
Βανάδας,0,0  0,0,1  2  325,111,1  0  1
Βασιλικού,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,1  114,38,1  0  90,,30,2  2  0
?ωρίου,5,8  1.593,491,6  5  4.566,,746,11  5  6
Εξοχικού,1,1  346,108,1  0  294,,84,1  0  1
Καλού Νερού,6,10  2.817,890,1  0  896,,249,6  1  5
Καμαρίου,0,0  0,0,1  0  332,,83,0  0  0
Κεφαλόβρυσης,1,1  186,60,0  0  0,,0,1  1  0
Κοπανακίου,5,9  4.525,1.318,6  5  2.137,,598,11  4  7
Λεύκης,1,2  442,138,0  0  0,,0,1  0  1
Μαραθοπόλεως,4,5  1.267,409,0  0  0,,0,2  0  2
Μουζακίου,1,2  622,215,1  0  109,,33,1  0  1
Νέδας,1,1  381,130,0  0  0,,0,1  0  1
Περδικονερίου,1,1  299,93,0  0  0,,0,1  0  1
Πλάτης,0,0  0,0,1  0  342,,90,2  2  0
Πύργου,3,4  1.319,434,2  0  1.046,,290,3  0  3
Ραπτοπούλου,0,0  0,0,1  1  204,,68,1  0  1
Ραχών,2,2  785,252,0  0  0,,0,2  1  1
Σιδηροκάστρου,35,85  43.822,12.575,10  5  8.369,,1.967,116  73  43
Σπηλιάς,1,1  331,110,2  3  579,,189,2  0  2
Στασιού,0,0  0,0,1  2  150,,50,1  1  0
Τριπύλας,1,2  418,110,0  0  0,,0,1  0  1
Φαρακλάδας,0,0  0,0,2  2  446,,145,2  1  1
Χριστιανουπόλεως,1,2  517,158,0  0  0,,0,1  0  1
Ψαρίου,0,0  0,0,2  3  498,,165,2  1  1
Κάλχαντος,0,0  0,0,1  2  673,,208,2  0  2
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,975,1.482  748.586,229.039,544  446  190.855,,72.030,1.736  723  1.013
ΝΟΜΟΣ ΛΕΣΒΟΥ,526,767  385.825,112.065,248  147  89.852,,40.423,859  355  504
Μυριναίων,49,86  42.722,13.143,10  6  4.062,,1.318,107  53  54
Αγίου ?ημητρίου,3,3  1.668,538,1  1  157,,55,4  2  2
Αγίου Ευστρατίου,0,0  0,0,1  0  70,,20,1  1  0
Αγκαρυώνων,1,2  1.148,384,1  0  52,,18,5  1  4
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Ατσικής,13,18  6.919,2.204,6  3  10.156,284,23  13  10
Βάρους,1,1  92,29,1  1  45,15,2  2  0
Θάνους,1,1  545,280,2  0  636,212,2  0  2
Καλλιόπης,2,2  246,86,2  0  134,46,3  3  0
Καμινίων,0,0  0,0,1  0  96,26,1  1  0
Κάσπακα,2,3  847,220,0  0  0,0,4  3  1
Κοντιά,7,10  3.407,1.050,4  2  415,144,9  5  4
Κοντοπουλίου,4,4  1.370,455,1  0  49,17,4  1  3
Κορνού,3,3  1.566,386,1  1  900,300,1  0  1
Λύχνων,1,1  377,134,2  1  127,44,2  1  1
Μούδρου,11,14  5.720,1.574,6  6  4.618,272,19  11  8
Νέας Κούταλης,10,14  4.937,1.447,10  11  3.229,1.094,25  4  21
Παναγίας,1,1  213,711,2  1  287,96,3  2  1
Πεδινού,1,2  714,238,1  2  290,97,3  0  3
Πλάκας,1,1  330,110,0  0  0,0,1  0  1
Πλατέος,6,9  2.889,978,2  1  231,71,11  3  8
Πορτιανού,1,1  463,160,2  1  29,20.010,3  1  2
Ρεπανιδίου,1,1  593,195,1  1  125,43,3  1  2
Ρουσσοπουλίου,2,3  879,256,0  0  0,0,1  0  1
Ρωμανού,1,2  985,352,1  2  246,73,4  2  2
Σκανδαλίου,0,0  0,0,2  1  181,68,1  1  0
Τσιμανδρίων,2,3  1.164,445,0  0  0,0,4  2  2
Ερεσού,17,22  11.883,3.457,8  1  1.553,440,18  7  11
Μηθύμνης,12,17  6.371,1.937,7  4  7.941,1.324,33  24  9
Αγίας Παρασκευής,22,29  7.159,2.140,7  3  424,141,20  10  10
¶γρας,4,6  2.356,735,1  0  50,17,4  1  3
Ανεμότιας,1,2  1.879,489,1  0  113,35,1  1  0
Αντίσσης,4,6  3.282,776,3  2  672,214,5  1  4
Αργέννου,2,3  1.493,498,0  0  0,0,1  0  1
Αρίσβης,1,2  1.784,597,0  0  0,0,2  0  2
?αφίων,1,2  1.198,399,0  0  0,0,6  6  0
Καλλονής,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",34,54  25.946,7.658,17  10  10.720,2.809,49  19  30
Κεραμίου,1,2  673,224,0  0  0,0,3  0  3
Λαφιώνος,0,0  0,0,1  0  65,22,1  1  0
Λεπετύμνου,1,1  924,231,0  0  0,0,0  0  0
Μεσοτόπου,6,7  3.304,953,1  0  338,113,4  0  4
Νάπης,1,1  316,111,1  1  95,31,3  1  2
Παρακοίλων,1,1  225,75,1  1  171,58,2  1  1
Πελόπης,4,4  2.160,692,0  0  0,0,0  0  0
Πέτρας,17,27  10.437,3.145,7  3  1.340,451,23  4  19
Σιγρίου,6,9  3.585,917,3  1  382,121,6  3  3
Σκαλοχωρίου,2,2  3.287,590,0  0  0,0,1  0  1
Σκουτάρου,2,3  1.603,534,3  3  379,124,8  3  5
Στύψης,3,4  506,162,3  2  280,93,3  3  0
Συκαμινέας,7,9  2.515,855,2  4  500,178,7  2  5
Υψηλομετώπου,1,1  1.080,270,0  0  0,0,0  0  0
Φίλιας,1,1  116,40,3  1  1.251,398,5  1  4
Χιδήρων,3,3  3.936,1.124,0  0  0,0,0  0  0
Αγιάσου,4,5  1.663,484,0  0  0,0,0  0  0
Λουτροπόλεως Θερμής,7,8  2.959,907,5  4  1.234,407,11  1  10
Μυτιλήνης,117,207  142.468,39.800,50  43  21.827,5.118,257  74  183
Πολιχνίτου,9,9  4.224,1.112,10  4  1.916,609,14  6  8
Αγίας Μαρίνης,1,2  1.120,352,0  0  0,0,3  3  0
Αλυφαντών,3,4  8.249,1.449,1  1  300,111,2  0  2
Βασιλικών,3,3  1.754,470,2  0  117,44,2  1  1
Βρίσας,7,10  3.954,1.140,2  2  351,110,13  3  10
Ιππείου,4,7  852,214,1  1  164,53,4  3  1
Κάπης,0,0  0,0,2  1  321,69,0  0  0
Κάτω Τρίτους,1,1  45,15,0  0  0,0,0  0  0
Κεραμείων,1,2  971,296,2  1  253,87,2  2  0
Κλειούς,1,2  963,248,2  2  288,84,4  2  2
Λάμπου Μύλων,0,0  0,0,1  0  99,33,0  0  0
Λισβορίου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",0,0  0,0,1  1  96,,32,1  1  0
Λουτρών,3,4  489,164,2  0  132,,44,4  3  1
Μανταμάδου,17,23  14.232,3.922,8  4  1.193,,368,24  16  8
Μεσαγρού,1,1  360,103,2  0  312,,110,3  0  3
Μιστεγνών,4,4  1.831,533,1  0  264,,72,4  0  4
Μόριας,4,6  2.246,582,5  3  2.989,,794,9  6  3
Νέων Κυδωνιών,3,3  1.473,376,2  0  315,,100,5  4  1
Παλαιοκήπου,1,1  33,13,1  0  125,,42,1  1  0
Παμφίλων,4,5  1.939,621,0  0  0,,0,4  0  4
Παναγιούδας,3,4  913,258,0  0  0,,0,4  4  0
Παππάδου,19,20  8.247,2.508,11  1  3.868,,761,15  8  7
Περάματος,9,9  2.011,1.031,3  1  532,,177,8  3  5
Πηγής,1,1  166,56,0  0  0,,0,1  1  0
Σκοπέλου,4,4  792,259,0  0  0,,0,0  0  0
Πλωμαρίου,13,14  3.205,928,3  1  639,,270,9  8  1
Μεγαλοχωρίου,2,3  398,116,1  0  54,,18,3  3  0
Νεοχωρίου,2,2  456,124,0  0  0,,0,0  0  0
Τρύγονα,0,0  0,0,1  0  54,,18,1  1  0
ΝΟΜΟΣ ΣΑΜΟΥ,226,340  168.839,49.906,112  105  32.723,,10.046,417  222  195
Αγίου Κηρύκου,17,33  11.535,3.735,12  13  3.500,,1.130,45  26  19
Ευδήλου,10,15  5.563,1.590,7  11  1.496,,520,24  15  9
Καρκιναγρίου,1,1  219,73,0  0  0,,0,0  0  0
Ραχών,7,10  3.415,1.065,4  4  1.171,,376,14  8  6
Φούρνων,9,17  6.751,2.115,1  1  60,,19,26  18  8
Καρλοβασίων,52,78  36.353,10.697,15  14  3.709,,1.225,104  64  40
Πυθαγορείου,13,21  9.383,3.037,15  19  5.083,,1.434,28  9  19
Σαμίων,13,20  8.398,2.598,5  2  611,,210,21  5  16
Αγίου Κωνσταντίνου,2,3  752,243,3  3  858,,274,7  5  2
Αγίων Θεοδώρων,1,1  136,45,0  0  0,,0,0  0  0
Αμπέλου,1,2  1.868,538,0  0  0,,0,4  0  4
Βαθέος,32,49  58.094,16.147,29  27  11.480,,3.533,62  26  36
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Βουρλιωτών,1,1  175,50,0  0  0,,0,0  0  0
?ρακαίων,2,2  153,30,0  0  0,,0,0  0  0
Καλλιθέας,1,1  180,60,0  0  0,,0,0  0  0
Κοκκαρίου,7,9  2.220,723,1  0  104,,39,4  0  4
Κονταιίκων,1,2  1.200,400,0  0  0,,0,1  0  1
Κοντακαιίκων,0,0  0,0,1  1  90,,30,1  1  0
Κουμαιίκων,1,2  182,61,1  1  64,,20,2  1  1
Κουμαραδαίων,3,4  1.111,281,0  0  0,,0,0  0  0
Λέκας,3,4  938,343,1  0  36,,12,2  1  1
Μανολατών,1,1  538,164,1  0  180,,62,2  1  1
Μαραθοκάμπου,27,35  10.374,2.982,12  6  2.886,,778,42  30  12
Μυτιληνιών,7,10  3.291,932,1  0  647,,172,8  1  7
Παγώνδου,3,4  1.182,394,1  2  240,,74,3  1  2
Παλαιοκάστρου,3,5  2.071,676,1  1  415,,108,12  9  3
Πλατάνου,2,2  209,68,0  0  0,,0,0  0  0
Πύργου,3,3  706,239,0  0  0,,0,0  0  0
Σταυρινήδων,0,0  0,0,1  0  93,,30,1  1  0
Υδρούσσης,1,1  151,48,0  0  0,,0,0  0  0
Χώρας,2,4  1.691,572,0  0  0,,0,4  0  4
ΝΟΜΟΣ ΧΙΟΥ,223,375  193.922,67.068,184  194  68.280,,21.561,460  146  314
Βίβλου,1,2  948,316,0  0  0,,0,2  1  1
Ανέμωνα,14,18  7.130,2.389,11  10  3.124,,1.030,30  15  15
Ιωνίας,6,9  4.115,1.257,10  10  2.086,,627,12  4  8
Καμποχώρων,15,23  8.254,3.130,3  4  695,,231,16  5  11
Καρδαμύλων,11,17  4.307,1.417,16  20  4.052,,1.463,30  11  19
Μαστιχοχωρίων,15,21  8.810,2.790,23  21  6.203,,2.014,32  16  16
Οινουσσών,2,3  1.175,351,2  3  2.074,,526,6  0  6
Ομηρούπολης,26,46  23.020,7.242,19  18  5.534,,1.729,55  13  42
Χίου,96,170  111.031,34.422,57  60  26.054,,8.049,189  38  151
Ψαρών,0,0  0,0,8  9  2.696,,852,8  2  6
Αγίου Γάλακτος,1,2  230,66,0  0  0,,0,1  1  0
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Αγίου Γεωργίου Συκούση,2,3  296,98,2  1  105,34,1  1  0
Βικίου,1,1  101,32,0  0  0,0,0  0  0
Βολισσού,6,10  3.939,1.287,11  14  7.752,2.650,22  16  6
Ελάτας,0,0  0,0,1  1  266,91,1  0  1
Θυμιανών,17,28  14.048,10.202,9  11  4.591,1.355,29  12  17
Λαγκάδας,2,5  1.046,342,1  0  83,27,3  1  2
Μεστών,1,2  533,149,0  0  0,0,1  0  1
Νέας Ποταμιάς,0,0  0,0,1  2  288,82,1  0  1
Νεοχωρίου,0,0  0,0,1  0  153,48,1  1  0
Παρπαριάς,1,2  90,31,1  1  1.104,317,4  1  3
Πυργίου,5,11  4.074,1.279,7  7  986,298,13  7  6
Συκιάδας,1,2  775,268,0  0  0,0,1  0  1
Φυτών,0,0  0,0,1  2  434,138,2  1  1
ΝΟΤΙΟ ΑΙΓΑΙΟ,2.078,3.287  1.769.887,702.747,668  669  280.294,85.614,3.995  1.845  2.150
ΝΟΜΟΣ ?Ω?ΕΚΑΝΗΣΟΥ,949,1.530  967.695,251.291,285  254  144.030,43.132,1.480  648  832
Αστυπαλαίας,17,33  13.283,3.972,17  11  3.778,1.117,46  34  12
Καλυμνίων,103,153  46.478,14.199,46  48  12.604,5.594,136  58  78
Λειψών,13,18  7.428,2.180,6  7  1.150,380,15  4  11
Λέρου,63,91  24.936,7.449,29  20  7.191,2.270,84  33  51
Πάτμου,38,60  17.261,5.145,13  12  3.293,1.003,64  40  24
Αγαθονησίου,1,2  401,120,2  2  682,210,3  0  3
Καρπάθου,46,75  37.619,11.032,10  12  2.344,812,75  24  51
Κάσου,7,11  2.825,803,5  3  3.013,820,17  12  5
Βωλάδας,1,1  130,41,0  0  0,0,0  0  0
Μεσοχωρίου,1,2  915,301,0  0  0,0,0  0  0
Ολύμπου,2,3  725,231,1  2  366,122,2  0  2
Πυλών,2,3  864,279,1  0  380,123,3  0  3
Κω,64,105  137.669,39.637,25  17  20.123,5.911,149  89  60
Μανδρακίου,8,11  3.188,1.052,1  0  76,23,18  16  2
Αντιμαχείας,55,73  39.197,11.337,25  22  15.831,5.238,90  48  42
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Ασφενδιού,64,99  77.884,22.577,21  22  15.698,4.222,74  34  40
Καρδαμαίνης,3,7  2.888,935,0  0  0,0,5  0  5
Κεφάλου,0,0  0,0,2  2  379,128,3  0  3
Πυλίου,2,2  1.186,349,1  0  84,25,2  0  2
Ιαλυσού,56,102  62.873,18.986,4  7  1.520,448,94  24  70
Μεγάλου Χωρίου,13,18  7.705,2.096,1  1  73,23,26  16  10
Μεγίστης,9,17  5.185,1.443,1  0  196,64,20  13  7
Ρόδου,87,174  136.962,39.480,16  18  16.913,4.096,179  76  103
Σύμης,18,36  42.887,11.270,5  3  745,209,27  18  9
Χάλκης,8,13  5.876,1.703,7  5  899,252,15  6  9
Απολακκιάς,6,8  3.073,892,1  2  560,184,5  0  5
Απόλλωνα,5,7  1.421,454,2  1  394,86,4  2  2
Αρχιπόλεως,2,3  1.057,269,0  0  0,0,2  0  2
Ασκληπιείου,15,25  7.008,2.145,1  1  267,89,16  7  9
Αφάντου,9,15  7.112,1.959,3  4  5.809,1.038,25  6  19
Βατίου,2,2  700,200,0  0  0,0,2  0  2
Γενναδίου,35,52  21.964,7.191,8  5  6.647,1.967,48  22  26
?αματρίας,2,3  5.605,1.757,0  0  0,0,2  2  0
?ιμυλιάς,3,5  1.392,478,1  0  156,42,4  1  3
Έμπωνα,9,13  3.356,1.012,2  2  604,198,8  1  7
Θεολόγου,2,3  1.029,263,3  2  2.324,612,1  0  1
Ιστρίου,1,2  524,169,0  0  0,0,0  0  0
Καλαβάρδα,0,0  0,0,1  1  208,57,1  0  1
Καλυθιών,39,66  45.573,10.028,9  8  9.181,2.891,41  14  27
Κατταβίας,3,5  2.950,875,0  0  0,0,1  0  1
Κοσκινού,28,48  24.403,6.402,0  0  0,0,36  5  31
Κρεμαστής,41,63  78.752,9.265,4  4  1.496,407,55  1  54
Κρητηνίας,2,2  670,183,1  0  325,108,3  2  1
Λαέρμων,1,2  408,135,0  0  0,0,2  2  0
Λάρδου,7,11  4.201,1.169,0  0  0,0,10  4  6
Λαχανιάς,1,1  358,112,0  0  0,0,1  0  1
Λίνδου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",13,19  11.208,3.195,3  1  510,192,28  21  7
Μαλώνος,5,11  2.355,747,0  0  0,0,6  5  1
Μαριτσών,3,4  46.633,425,2  1  676,184,3  0  3
Παραδεισίου,2,4  4.030,775,0  0  0,0,2  0  2
Παστίδας,12,18  8.146,2.435,1  2  3.200,802,11  2  9
Πυλώνος,1,2  518,163,0  0  0,0,2  2  0
Σαλάκου,3,4  1.599,393,1  1  214,71,3  1  2
Σορωνής,8,12  2.712,773,2  3  3.817,1.019,5  1  4
Φανών,2,3  719,234,0  0  0,0,2  1  1
Ψίνθου,6,8  1.854,576,1  2  304,95,4  1  3
ΝΟΜΟΣ ΚΥΚΛΑ?ΩΝ,1.129,1.757  802.192,451.456,383  415  136.264,42.482,2.515  1.197  1.318
¶νδρου,1,4  4.454,279,1  1  529,132,0  0  0
Αμολόχου,1,2  2.100,600,0  0  0,0,0  0  0
Αποικίων,1,2  1.076,326,0  0  0,0,2  0  2
Βιταλίου,1,2  875,250,0  0  0,0,2  0  2
Βουρκωτής,0,0  0,0,1  1  61,20,0  0  0
Καππαριάς,1,2  381,119,0  0  0,0,2  0  2
Κοχύλου,5,7  1.772,520,5  3  291,99,13  12  1
Λαμύρων,2,4  1.548,450,0  0  0,0,4  0  4
Μακροταντάλου,3,5  682,210,0  0  0,0,3  2  1
Μπατσίου,1,1  157,42,0  0  0,0,1  1  0
Όρμου Κορθίου,2,3  485,145,0  0  0,0,1  0  1
Παλαιοπόλεως,1,2  69,23,0  0  0,0,0  0  0
Στενιών,0,0  0,0,2  3  429,130,2  1  1
Ανάφης,9,12  8.872,2.616,0  0  0,0,17  4  13
¶νω Μεριάς,6,8  4.708,1.361,5  5  3.160,883,22  12  10
Βόθωνος,11,13  4.814,1.457,3  1  594,158,11  5  6
Βουρβούλου,1,1  351,110,0  0  0,0,1  0  1
Εμπορείου,25,41  9.675,2.982,1  2  684,198,32  3  29
Έξω Γωνιάς,5,7  2.536,754,0  0  0,0,8  1  7
Επισκοπής Γωνιάς,2,3  927,258,1  2  248,84,3  2  1
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Ημεροβιγλίου,1,1  511,146,0  0  0,,0,1  0  1
Θήρας,20,27  13.451,4.001,4  4  2.165,,643,33  15  18
Θηρασίας,6,9  4.948,1.382,2  3  880,,281,23  13  10
Ίου,29,53  25.916,7.450,5  4  2.120,,716,56  19  37
Καρτεράδου,18,26  12.868,3.910,2  1  174,,57,38  12  26
Μεγαλοχωρίου,5,7  1.998,583,1  0  134,,42,7  4  3
Μεσαριάς,16,25  11.503,3.496,2  1  759,,234,19  8  11
Οίας,1,1  128,36,1  0  90,,27,2  2  0
Πύργου Καλλίστης,1,1  480,166,0  0  0,,0,2  0  2
Σικίνου,26,36  19.951,6.389,5  5  1.994,,593,43  5  38
Φολεγάνδρου,18,23  7.054,2.179,3  2  1.110,,364,30  6  24
?ρυοπίδος,8,10  6.478,1.595,2  2  764,,230,16  3  13
Ιουλίδος,37,48  22.291,6.941,5  5  1.043,,358,82  47  35
Κορησσίας,16,24  11.730,3.599,3  1  1.441,,411,39  17  22
Κύθνου,25,37  12.199,3.701,2  2  320,,105,35  10  25
Μήλου,43,71  32.262,10.450,19  24  5.090,,1.601,117  73  44
Αδάμαντος,6,9  3.570,1.116,4  5  851,,277,16  10  6
Απολλωνίας,3,5  589,200,4  3  347,,107,7  6  1
Αρτεμώνος,15,22  8.866,2.851,6  6  953,,316,28  19  9
Κιμώλου,6,8  3.240,868,0  0  0,,0,23  22  1
Σερίφου,12,16  4.591,1.384,7  1  1.693,,528,17  7  10
Νάξου,63,108  47.153,15.407,15  22  16.007,,5.348,138  56  82
Αγίου Αρσενίου,16,30  14.361,4.682,4  2  976,,335,40  19  21
Αιγιάλης,5,6  954,302,3  3  238,,76,5  4  1
Αμοργού,11,18  5.149,1.636,2  2  597,,199,15  7  8
Απεράθου (Απειράθου),3,5  2.164,728,3  4  1.094,,320,5  1  4
Αρκεσίνης,1,2  717,239,0  0  0,,0,1  0  1
Βίβλου,5,7  3.295,861,6  5  997,,315,10  3  7
Βρούτση,3,4  791,268,2  3  361,,113,4  2  2
Γαλανάδου,0,0  0,0,1  1  122,,40,1  1  0
?αμαριώνος,1,1  243,81,2  2  360,,118,1  0  1
?ανακού,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",5,8  3.127,1.037,0  0  0,,0,10  4  6
?ονούσης,2,3  687,216,2  3  189,,63,6  5  1
Εγγαρών,6,8  2.601,809,3  3  748,,258,13  6  7
Ηρακλείας,1,2  474,150,0  0  0,,0,1  0  1
Κεραμωτής,8,12  9.713,3.130,0  0  0,,0,19  14  5
Κορωνίδος,2,4  1.745,603,1  1  516,,172,6  0  6
Κορώνου,6,10  3.445,1.051,9  12  1.939,,1.146,17  5  12
Κουφονησίων,5,9  3.077,1.460,4  3  1.009,,348,31  26  5
Μελάνων,9,12  4.781,1.612,7  10  1.102,,344,23  16  7
Μέσης,0,0  0,0,1  0  95,,30,1  1  0
Μονής,3,5  2.186,740,0  0  0,,0,12  10  2
Ποταμιάς,7,7  2.242,707,2  4  1.626,,464,13  9  4
Σαγκρίου,3,4  885,284,2  1  183,,61,5  3  2
