"",,,,,,?ωμάτια  ?ωμάτια
Ουρανοπόλεως,5,10  19.964,6.604,2  3  429,143,9  1  8
Παλαιοχωρίου,4,5  2.063,696,4  4  491,168,8  4  4
Πυργαδικίων,11,18  7.606,2.484,3  4  1.087,362,33  27  6
Σταγίρων,2,3  1.374,487,1  2  325,97,4  0  4
Στανού,8,11  5.421,1.544,1  2  324,108,7  0  7
Στρατονίκης,1,1  3.331,1.041,3  2  1.002,297,2  1  1
Στρατωνίου,3,5  2.481,791,3  2  242,89,4  1  3
Κασσανδρείας,44,81  66.818,19.424,7  6  1.761,568,234  68  166
Νέων Μουδανιών,38,78  61.533,19.004,15  9  5.018,1.524,134  56  78
Πολυγύρου,48,89  58.151,16.505,14  6  9.904,2.469,111  38  73
Αγίας Παρασκευής,8,16  4.089,1.378,3  0  283,79,14  5  9
Αγίου Μάμαντος,13,21  10.550,2.737,6  3  1.481,477,14  2  12
Αγίου Νικολάου,23,47  16.283,5.158,6  5  3.093,8.733,60  27  33
Αγίου Παντελεήμονος,1,1  267,89,3  2  879,271,2  0  2
Αγίου Παύλου,0,0  0,0,1  1  413,138,1  0  1
Αγίου Προδρόμου,5,10  3.849,1.246,1  1  337,100,6  0  6
Αφύτου,14,21  9.393,2.887,3  4  801,265,18  11  7
Βάβδου,2,4  1.016,329,1  1  40,16,4  1  3
Βραστάμων,6,8  3.364,1.054,5  3  1.610,592,11  6  5
Γαλαρινού,1,1  162,46,3  0  353,149,0  0  0
Γαλατίστης,14,21  39.558,9.881,7  4  1.289,404,17  4  13
Γεροπλατάνου,2,2  3.340,971,0  0  0,0,1  0  1
?ιονυσίου,9,12  14.146,3.031,3  1  840,280,13  6  7
?ουμπιών,2,2  466,147,0  0  0,0,2  0  2
Ελαιοχωρίων,2,2  689,200,1  0  7.800,1.300,1  0  1
Ζωγράφου,2,3  708,192,1  1  180,60,4  1  3
Καλάνδρας,18,29  10.521,3.617,0  0  0,0,57  35  22
Καλλιθέας,12,33  17.173,5.134,2  1  148,49,69  51  18
Κασσανδρηνού,4,8  1.405,472,3  2  464,152,7  2  5
Κρήμνης,1,1  1.566,360,0  0  0,0,0  0  0
Κρήνης,5,9  2.943,1.039,1  0  81,27,5  0  5
Κρυοπηγής,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",22,41  26.938,8.748,3  3  956,310,99  84  15
Λακκώματος,14,18  39.337,7.977,0  0  0,0,6  2  4
Μεταγκιτσίου,6,12  5.608,1.905,3  1  154,51,14  5  9
Μεταμορφώσεως,9,16  7.689,2.513,5  5  1.930,520,15  1  14
Νέας Γωνιάς,3,5  1.948,609,0  0  0,0,5  3  2
Νέας Καλλικρατείας,23,41  27.244,8.039,10  9  2.918,834,41  21  20
Νέας Ποτειδαίας,12,19  6.242,1.921,6  2  852,284,18  13  5
Νέας Σκιώνης,5,9  2.187,688,4  1  393,132,8  6  2
Νέας Τενέδου,3,4  1.508,471,3  2  2.033,452,7  2  5
Νέας Τριγλίας,19,32  21.531,6.626,14  13  4.398,1.363,27  2  25
Νέας Φωκαίας,17,31  15.003,4.633,8  5  2.310,660,70  47  23
Νέου Μαρμαρά,20,48  22.088,8.105,13  14  5.379,1.685,85  58  27
Νέων Πλαγίων,15,23  10.218,2.993,1  2  556,147,41  17  24
Νέων Σιλάτων,4,6  2.078,600,3  6  1.022,323,8  4  4
Νικήτης (Νικήτα),60,107  62.278,19.164,14  7  6.219,1.917,243  110  133
Ολύνθου,18,26  10.045,2.858,1  0  166,54,13  4  9
Ορμυλίας,26,45  17.338,5.381,17  16  7.574,2.318,61  32  29
Παλαιοκάστρου,1,1  1.508,300,2  1  108,36,1  1  0
Παλαιοχώρας,2,3  1.719,562,0  0  0,0,2  0  2
Παλιουρίου,12,20  12.446,3.913,3  3  455,160,42  33  9
Πετραλώνων,1,3  945,315,2  2  393,115,3  1  2
Πευκοχωρίου,23,48  27.596,8.822,8  6  1.389,485,109  72  37
Πολυχρόνου,9,19  11.742,3.452,7  4  2.704,856,56  43  13
Πορταριάς,15,27  8.381,2.703,4  4  2.001,671,17  4  13
Ριζών,1,2  739,244,2  3  691,230,5  1  4
Σανών,0,0  0,0,1  1  149,45,0  0  0
Σάρτης,8,15  6.719,2.113,1  2  1.200,400,41  37  4
Σημάντρων,15,19  8.674,2.311,14  12  2.915,906,13  1  12
Συκέας,19,37  22.048,6.369,11  10  3.409,1.031,85  59  26
Ταξιάρχου,7,12  4.460,1.466,0  0  0,0,16  11  5
Φλογητών,9,21  10.885,3.854,5  4  2.261,624,52  7  45
Φούρκας,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",11,17  7.047,1.948,4  3  1.869,623,22  15  7
Χανιώτη,6,13  6.537,2.131,4  4  1.901,528,44  33  11
ΑΓΙΟΝ ΟΡΟΣ,3,3  2.092,614,0  0  0,0,2  0  2
¶γιον Όρος,3,3  2.092,614,0  0  0,0,2  0  2
?ΥΤΙΚΗ ΜΑΚΕ?ΟΝΙΑ,3.536,5.772  3.082.251,1.003.569,492  290  224.492,73.461,5.071  690  4.381
ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ,1.013,1.640  611.146,190.159,105  63  42.565,11.448,1.320  160  1.160
Γρεβενών,71,176  113.417,33.484,10  7  5.562,1.124,181  26  155
?εσκάτης,120,215  81.740,25.847,16  9  6.583,1.878,154  19  135
Αβδέλλας,14,22  6.016,1.857,2  1  398,136,21  2  19
Αγίου Γεωργίου,20,33  12.667,3.969,4  4  1.677,556,28  1  27
Αγίου Κοσμά,6,10  2.893,977,1  1  186,62,7  1  6
Αγίων Θεοδώρων,11,17  3.655,1.225,1  1  221,62,16  4  12
Αηδονίων,1,2  397,133,0  0  0,0,1  0  1
Αλατοπέτρας,12,21  6.712,2.086,1  0  96,27,17  1  16
Αμυγδαλεών,26,44  13.314,4.450,1  0  188,63,28  1  27
Αναβρυτών,6,9  3.372,1.027,0  0  0,0,6  0  6
Βατολάκκου,10,15  4.974,1.669,0  0  0,0,10  0  10
?ασοχωρίου,6,10  2.529,772,0  0  0,0,8  2  6
?ασυλλίου,3,4  1.469,498,0  0  0,0,3  0  3
?οτσικού,2,4  2.018,553,0  0  0,0,4  1  3
Ελάτου,20,30  9.252,3.078,1  0  150,63,24  3  21
Ελευθέρου,6,9  3.252,999,0  0  0,0,9  3  6
Εξάρχου,10,12  3.111,991,0  0  0,0,9  0  9
Ζάκα,19,29  9.492,3.086,2  1  2.042,473,21  3  18
Καληράχης,14,22  5.811,1.933,1  2  548,182,20  5  15
Καλλιθέας,26,39  10.329,3.179,3  2  306,132,34  16  18
Καλλονής,2,3  1.087,338,0  0  0,0,3  0  3
Καλοχίου,1,1  315,105,0  0  0,0,1  0  1
Καρπερού,40,54  22.347,6.765,5  4  1.550,456,38  3  35
Κατάκαλης,4,7  2.556,827,0  0  0,0,5  0  5
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Κέντρου,5,5  2.689,864,0  0  0,,0,6  0  6
Κηπουρείου,12,23  6.432,2.087,1  2  328,,104,17  3  14
Κιβωτού,16,25  10.345,3.089,1  0  147,,42,16  1  15
Κληματακίου,9,12  4.887,1.294,1  2  357,,119,11  1  10
Κνίδης,50,69  23.129,7.635,8  6  1.934,,625,58  12  46
Κοκκινιάς,17,22  7.466,2.476,2  0  296,,100,20  1  19
Κοσματίου,13,22  8.375,2.840,0  0  0,,0,21  1  20
Κρανέας,8,15  10.598,1.293,0  0  0,,0,11  0  11
Κυδωνιών,5,8  3.300,1.025,1  1  275,,92,8  1  7
Κυπαρισσίου,6,9  2.825,923,0  0  0,,0,9  0  9
Κυρακαλής,6,6  2.413,712,0  0  0,,0,5  0  5
Λάβδα,16,27  9.491,2.875,2  1  333,,98,24  2  22
Μαυραναίων,20,32  10.123,3.381,1  0  508,,185,23  1  22
Μεγάλου Σειρηνίου,20,28  10.566,3.383,1  0  9.000,,1.836,23  2  21
Μεγάρου,24,37  13.567,4.531,3  2  435,,129,36  5  31
Μεσολουρίου,15,21  6.385,1.972,0  0  0,,0,17  4  13
Μηλέας,2,2  729,213,2  0  311,,110,2  1  1
Μικρολιβάδου,2,4  875,252,0  0  0,,0,3  0  3
Μοναχιτίου,13,23  4.650,1.555,0  0  0,,0,15  1  14
Μυρσίνης,18,24  11.211,3.510,5  1  1.231,,418,17  1  16
Οροπεδίου,17,23  6.870,2.366,2  2  386,,136,15  0  15
Παλαιοχωρίου,15,20  5.590,1.782,2  2  603,,203,12  0  12
Παλιουριάς,9,10  4.500,1.360,1  0  300,,100,3  0  3
Παναγίας,2,3  1.399,410,1  0  181,,53,1  0  1
Πανοράματος,3,5  1.886,566,0  0  0,,0,4  0  4
Παρασκευής,5,8  2.571,850,0  0  0,,0,6  0  6
Περιβολίου,7,9  3.200,1.058,4  1  1.726,,367,11  2  9
Πηγαδίτσης,6,9  3.065,938,0  0  0,,0,7  1  6
Πολυδένδρου,5,6  2.083,635,2  0  586,,182,8  1  7
Πολυνερίου,25,45  13.962,5.268,2  0  784,,226,43  6  37
Ποντινής,7,7  2.674,784,2  2  372,,113,5  0  5
Προσβόρρου,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",12,20  4.766,1.582,1  0  76,,25,14  2  12
Πυλωρών,1,1  498,166,0  0  0,,0,1  0  1
Ροδιάς,23,39  11.352,3.681,1  0  130,,41,30  2  28
Σαμαρίνης,40,68  18.784,6.267,3  4  399,,166,50  9  41
Σαρακήνας,19,22  7.323,2.396,0  0  0,,0,14  0  14
Σμίξης,15,26  8.295,2.615,2  1  263,,89,20  3  17
Σπηλαίου,12,22  5.410,1.843,2  2  1.073,,350,20  1  19
Συνδένδρου,17,30  9.463,3.194,2  0  408,,120,22  1  21
Ταξιάρχου,16,23  10.740,2.571,0  0  0,,0,14  0  14
Τρικοκκιάς,11,16  5.360,1.796,1  0  205,,74,12  1  11
Τρικόρφου,2,2  818,251,0  0  0,,0,2  0  2
Τρικώμου,4,4  2.871,671,0  0  0,,0,2  0  2
Φελλίου,1,1  900,200,0  0  0,,0,0  0  0
Φιλιππαίων,12,19  3.985,1.151,1  2  411,,131,14  3  11
ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ,163,306  191.551,55.353,17  9  5.859,,1.885,244  32  212
Ακριτών,1,1  570,184,0  0  0,,0,1  0  1
¶ργους Ορεστικού,33,53  28.477,8.950,5  2  2.045,,668,51  2  49
Βιτσίου,12,15  7.449,2.386,0  0  0,,0,12  0  12
Καστορίας,44,129  74.134,23.132,4  4  1.697,,567,106  12  94
Αγίας Κυριακής,1,2  828,240,0  0  0,,0,1  0  1
Αμμουδάρας,1,2  960,300,0  0  0,,0,0  0  0
Αμπελοκήπων,2,2  2.293,526,1  1  132,,44,1  1  0
Ασπροκκλησιάς,1,2  728,250,0  0  0,,0,1  0  1
Βασιλειάδος,1,2  828,240,0  0  0,,0,1  0  1
Βογατσικού,1,1  500,159,0  0  0,,0,1  0  1
Γέρμα,3,4  1.006,315,0  0  0,,0,1  0  1
?ισπηλίου,8,15  27.217,6.172,1  0  114,,38,15  9  6
Κλεισούρας,2,3  965,314,0  0  0,,0,2  1  1
Κορησού,2,4  1.506,471,0  0  0,,0,2  0  2
Κορομηλέας,1,1  511,140,0  0  0,,0,0  0  0
Κωσταραζίου,2,3  1.078,371,0  0  0,,0,3  0  3
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Λάγκας,1,1  840,252,0  0  0,,0,0  0  0
Λεύκης,3,4  2.068,618,0  0  0,,0,3  0  3
Μανιάκων,9,18  7.933,2.383,3  2  1.081,,346,16  1  15
Μαυροχωρίου,9,13  11.585,2.319,0  0  0,,0,7  3  4
Μελισσοτόπου,2,2  936,302,0  0  0,,0,3  0  3
Μεσοποταμιάς,9,11  11.749,3.055,0  0  0,,0,6  1  5
Μηλίτσας,3,4  1.687,555,0  0  0,,0,4  1  3
Νεστορίου,6,8  3.998,1.200,0  0  0,,0,2  1  1
Πενταβρύσου,1,1  280,70,0  0  0,,0,0  0  0
Σπήλιου,1,1  324,81,0  0  0,,0,0  0  0
Τσάκονης,0,0  0,0,3  0  790,,222,1  0  1
Χιλιοδένδρου,4,4  1.101,368,0  0  0,,0,4  0  4
ΝΟΜΟΣ ΚΟΖΑΝΗΣ,1.507,2.666  1.577.936,549.746,286  178  135.521,,48.916,2.579  404  2.175
Νεάπολης,28,55  30.841,13.135,2  1  476,,149,49  5  44
Σιατίστης,35,60  35.237,13.835,7  3  1.676,,746,42  6  36
Τσοτιλίου,14,21  10.415,4.453,5  2  2.028,,944,27  9  18
Αλιάκμονος,3,5  1.433,759,0  0  0,,0,3  0  3
Ασπρούλας,1,1  494,230,0  0  0,,0,0  0  0
Αυγερινού,1,1  788,341,0  0  0,,0,1  0  1
Βελανιδιάς,1,1  449,264,0  0  0,,0,1  0  1
Γαλατινής,22,40  16.339,7.367,7  3  2.208,,795,32  6  26
?αμασκηνιάς,2,2  458,247,0  0  0,,0,1  0  1
?ιχειμάρρου,2,2  650,286,0  0  0,,0,0  0  0
?ρυοβούνου,2,3  18.935,7.031,3  1  2.260,,862,0  0  0
Ερατύρας,9,13  4.902,2.388,3  2  1.065,,456,12  0  12
Καλονερίου,5,7  2.835,1.469,2  1  1.179,,544,11  2  9
Κορυφής,1,1  1.360,702,0  0  0,,0,0  0  0
Κριμηνίου,0,0  0,0,1  0  213,,120,0  0  0
Λευκοθέας,2,3  1.497,654,0  0  0,,0,2  0  2
Μικροκάστρου,6,10  5.119,2.429,0  0  0,,0,6  0  6
Μολόχας,2,3  1.296,627,0  0  0,,0,2  0  2
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Παλαιοκάστρου,12,18  5.773,2.856,0  0  0,,0,13  0  13
Πελεκάνου,3,3  981,562,0  0  0,,0,2  0  2
Πλατανιάς,2,3  1.074,569,1  2  192,,72,3  0  3
Ροδοχωρίου,4,5  1.889,862,1  0  114,,73,5  2  3
Σημάντρου,1,1  336,200,0  0  0,,0,1  0  1
Σισανίου,3,5  1.408,692,0  0  0,,0,3  0  3
Τραπεζίτσης,0,0  0,0,2  0  303,,99,0  0  0
Χορηγού,1,2  522,274,0  0  0,,0,1  0  1
Πτολεμαϊδος,104,285  216.022,66.836,51  46  22.071,,7.651,428  41  387
Αγίου Χριστοφόρου,19,28  25.503,6.668,8  3  2.847,,1.313,17  2  15
Αναρράχης,19,23  13.415,6.479,3  4  1.643,,602,20  1  19
Ανατολικού,22,24  12.111,5.974,2  1  767,,306,15  2  13
Αρδάσσης,27,32  26.100,10.624,8  5  3.291,,1.536,31  5  26
Ασβεστοπέτρας,18,26  12.633,5.621,1  0  95,,129,21  4  17
Βλάστης,24,39  15.802,6.737,2  2  1.010,,456,33  1  32
Γαλατείας,15,21  10.742,5.467,6  3  2.179,,1.041,22  1  21
?ροσερού,14,15  8.979,4.417,2  1  834,,466,14  0  14
Εμπορίου,20,29  15.729,7.351,0  0  0,,0,25  3  22
Εξοχής,1,2  552,258,0  0  0,,0,1  0  1
Ερμακιάς,0,0  0,0,2  1  610,,317,2  0  2
Καρδίας,0,0  0,0,1  0  92,,138,0  0  0
Καρυοχωρίου,8,12  5.526,2.392,1  1  200,,80,9  1  8
Κομνηνών,28,41  20.625,8.753,4  0  724,,296,26  1  25
Μαυροπηγής,3,3  971,476,0  0  0,,0,2  0  2
Μεσοβούνου,12,16  5.530,2.526,0  0  0,,0,7  2  5
Μηλοχωρίου,11,14  21.593,7.133,0  0  0,,0,9  0  9
Ολυμπιάδος,18,24  13.182,5.999,0  0  0,,0,18  0  18
Πενταβρύσου,1,1  757,300,0  0  0,,0,0  0  0
Περδίκκα,12,14  31.681,6.851,5  1  6.262,,2.664,6  1  5
Ποντοκώμης,27,32  21.066,9.106,3  2  1.580,,677,21  5  16
Προαστίου,10,13  6.654,3.366,1  1  413,,234,12  1  11
Πτελεώνος,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,1  252,126,0  0  0,,0,0  0  0
Πύργων,20,25  13.221,5.982,4  4  1.658,,856,24  1  23
Σπηλιάς,4,4  1.065,629,1  0  1.369,,255,2  0  2
Φούφα,20,29  14.217,5.955,1  2  595,,240,15  0  15
Βελβεντού,20,34  12.590,4.301,7  6  3.890,,1.485,31  1  30
Κοζάνης,262,804  495.036,154.854,30  30  13.667,,5.296,900  241  659
Πολυμύλου,3,4  1.664,560,1  0  719,,127,3  0  3
Σερβίων,31,45  22.869,7.785,18  10  10.067,,2.951,38  9  29
Φιλιππούπολης,14,14  5.612,2.566,2  1  300,,100,13  1  12
Αγίας Παρασκευής,9,12  7.355,2.598,2  1  490,,141,12  1  11
Αγίου ?ημητρίου,10,14  7.598,2.898,3  2  751,,210,10  0  10
Αιανής,23,32  14.970,5.578,8  2  2.956,,1.378,33  2  31
Ακρινής,6,6  1.909,828,0  0  0,,0,4  0  4
Αλωνακίων,4,4  1.450,417,3  0  1.026,,325,3  2  1
Αμυγδαλέας,1,1  353,257,0  0  0,,0,1  0  1
Ανθοτόπου,2,2  915,384,0  0  0,,0,2  0  2
¶νω Κώμης,14,19  7.616,2.513,7  8  2.535,,912,16  1  15
Αργίλου,1,2  493,138,0  0  0,,0,1  0  1
Αυλών,12,16  8.429,2.808,2  0  380,,124,12  1  11
Βαθυλάκκου,8,11  4.217,1.922,1  1  466,,130,8  1  7
Βατερού,17,22  41.657,7.031,4  2  6.125,,1.710,11  2  9
Γουλών,3,3  827,279,2  1  709,,235,3  1  2
?ρεπάνου,25,31  17.179,5.824,4  3  1.516,,435,26  2  24
Ελάτης,19,24  11.511,4.613,2  0  746,,255,21  4  17
Ιμέρων,4,4  2.077,859,0  0  0,,0,4  1  3
Καισάρειας,7,8  4.394,1.766,0  0  0,,0,8  1  7
Καλαμιάς,3,4  1.687,635,2  0  481,,148,4  0  4
Καπνοχωρίου,5,7  2.811,1.278,0  0  0,,0,6  2  4
Καρυδίτσας,14,19  8.736,3.206,1  0  346,,139,15  1  14
Καστανιάς,1,2  1.217,499,0  0  0,,0,2  1  1
Καταφυγίου,1,2  315,96,1  2  1.046,,350,1  0  1
Κάτω Κώμης,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",5,8  3.725,1.507,2  2  989,237,8  0  8
Κερασέας,7,9  3.774,1.474,2  0  1.067,363,8  1  7
Κοιλάδος,6,9  3.128,1.225,0  0  0,0,7  1  6
Κοίλων,25,32  21.134,6.654,7  1  13.936,2.367,23  1  22
Κοντοβουνίου,1,2  344,112,1  0  208,65,2  0  2
Κρανιδίων,7,10  4.155,1.555,1  1  404,231,8  0  8
Κρόκου,28,43  24.579,8.784,2  1  463,257,35  0  35
Λευκάρων,5,5  5.642,1.804,0  0  0,0,4  1  3
Λευκόβρυσης,28,41  19.556,6.975,4  3  1.851,553,37  3  34
Λευκοπηγής,19,29  12.844,4.882,3  1  327,101,22  4  18
Λιβαδερού,22,36  11.974,4.950,1  0  159,60,23  2  21
Λυγερής,3,5  1.355,473,0  0  0,0,3  0  3
Μαυροδενδρίου,15,16  6.830,2.683,1  0  159,53,10  0  10
Μεσιανής,8,9  5.172,2.008,1  1  414,118,10  0  10
Μεταμορφώσεως,8,12  3.459,1.329,2  2  659,291,10  1  9
Μεταξά,15,20  6.317,2.463,0  0  0,0,16  1  15
Μικροβάλτου,21,31  10.463,4.187,1  0  176,84,26  1  25
Νεράιδας,2,3  3.378,1.270,0  0  0,0,0  0  0
Ξηρολίμνης,11,12  6.137,2.218,1  0  429,154,11  0  11
Οινόης,5,6  3.851,1.409,0  0  0,0,4  0  4
Πετρανών,18,23  11.300,3.965,3  2  1.372,421,16  1  15
Πλατανορρεύματος,12,15  8.142,4.025,3  1  839,320,11  0  11
Πολυρράχου,8,11  4.305,1.921,2  0  1.233,380,12  0  12
Πρωτοχωρίου,20,23  17.983,4.715,3  0  882,394,16  1  15
Πτελέας,3,3  658,217,0  0  0,0,2  1  1
Ροδιανής,5,8  2.824,1.209,1  0  227,80,5  0  5
Ροδίτου,13,14  6.054,1.964,1  1  374,1.429,13  0  13
Ρυακίου,6,7  3.479,1.349,1  0  68,20,6  0  6
Ρυμνίου,1,1  494,170,0  0  0,0,1  0  1
Σιδερά,1,1  698,312,0  0  0,0,1  0  1
Σκήτης,1,1  425,127,0  0  0,0,2  0  2
Σπάρτου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",5,6  2.301,1.178,0  0  0,,0,5  0  5
Τρανοβάλτου,19,30  10.682,3.484,3  1  1.115,,370,22  4  18
Τριγωνικού,9,13  4.422,1.700,0  0  0,,0,11  4  7
Χρωμίου,6,8  1.906,697,0  0  0,,0,4  0  4
ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ,853,1.160  701.618,208.311,84  40  40.547,,11.212,928  94  834
Αμυνταίου,17,28  32.371,9.236,3  3  1.701,,471,22  2  20
Φλωρίνης,103,204  167.522,48.800,17  17  10.378,,2.734,227  29  198
Αγίας Παρασκευής,2,2  1.915,593,0  0  0,,0,2  0  2
Αγίου Αχιλλείου,3,6  3.149,960,0  0  0,,0,5  0  5
Αγίου Βαρθολομαίου,26,28  28.297,7.623,0  0  0,,0,21  4  17
Αγίου Γερμανού,0,0  0,0,2  0  84,,29,1  1  0
Αγίου Παντελεήμονος,16,25  12.388,3.768,1  0  109,,39,14  0  14
Αγραπιδεών,2,2  902,288,0  0  0,,0,2  0  2
Αετού,11,13  6.625,2.039,2  1  1.108,,97,8  1  7
Ακρίτα,6,7  4.880,1.353,0  0  0,,0,3  0  3
Αλώνων,6,8  4.542,1.412,1  0  213,,61,6  0  6
Αμμοχωρίου,27,31  13.831,4.056,4  0  1.651,,545,21  4  17
Αναργύρων,7,7  2.338,697,1  1  406,,124,4  1  3
Ανταρτικού,7,9  3.915,1.256,1  1  310,,105,9  0  9
Αντιγονείας,8,9  5.635,1.534,1  1  681,,170,5  0  5
¶νω Καλλινίκης,8,9  6.140,1.706,1  0  120,,30,6  0  6
¶νω Κλεινών,9,12  5.989,1.918,1  0  628,,190,7  2  5
¶νω Υδρούσσης,8,9  6.296,2.009,0  0  0,,0,8  0  8
Αρμενοχωρίου,29,31  23.797,6.729,2  0  456,,114,19  2  17
Ασπρογείων,7,11  4.575,1.401,1  0  506,,153,8  0  8
Ατραπού,2,3  893,249,1  0  651,,195,1  0  1
Αχλάδας,21,28  13.686,4.153,0  0  0,,0,16  2  14
Βαλτονέρων,7,8  3.150,960,3  0  808,,229,6  1  5
Βαρικού,10,16  7.190,2.181,0  0  0,,0,9  0  9
Βατοχωρίου,2,3  756,208,0  0  0,,0,2  0  2
Βεγόρων,22,23  16.506,4.840,0  0  0,,0,15  1  14
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Βεύης,28,36  22.489,6.908,1  0  595,202,35  0  35
Βροντερού,2,2  750,245,0  0  0,0,2  0  2
?ροσοπηγής,12,16  5.188,1.558,0  0  0,0,11  1  10
Εθνικού,1,1  515,130,0  0  0,0,0  0  0
Ιτέας,26,27  12.390,3.720,3  0  1.278,355,16  1  15
Καλλιθέας,5,6  2.127,582,1  0  210,60,3  0  3
Καρυών,1,1  448,168,0  0  0,0,1  0  1
Κάτω Καλλινίκης,3,4  2.125,545,0  0  0,0,2  0  2
Κάτω Κλεινών,13,19  10.950,3.130,1  1  156,56,13  1  12
Κέλλης,10,16  8.088,2.613,0  0  0,0,15  1  14
Κλαδορράχης,2,3  1.144,1.188,0  0  0,0,2  1  1
Κλειδίου,1,2  800,266,1  0  284,84,2  1  1
Κολχικής,7,8  5.739,895,0  0  0,0,7  1  6
Κρατερού,5,8  2.639,854,1  2  282,90,8  2  6
Κρυσταλλοπηγής,5,5  3.929,1.001,1  0  316,80,5  0  5
Λαιμού,6,9  2.995,957,0  0  0,0,5  1  4
Λεβαίας (Λακκιάς),15,16  9.788,3.154,0  0  0,0,15  2  13
Λεπτοκαρυών,5,5  2.766,763,0  0  0,0,2  0  2
Λευκώνος,8,12  5.562,1.688,0  0  0,0,9  1  8
Λεχόβου,7,14  5.448,1.713,0  0  0,0,7  0  7
Λιμνοχωρίου,5,5  3.585,952,0  0  0,0,4  0  4
Λόφων,2,3  1.957,617,1  0  192,48,3  0  3
Μανιακίου,10,13  5.716,1.734,0  0  0,0,9  0  9
Μαρίνης,3,4  1.646,494,0  0  0,0,2  0  2
Μελίτης,23,31  16.697,5.116,6  3  2.456,768,25  3  22
Μεσοκάμπου,9,10  3.523,1.086,0  0  0,0,5  2  3
Μεσονησίου,10,13  5.640,1.659,0  0  0,0,9  1  8
